,track_id,artist_names,track_name,source,rank,peak_rank,previous_rank,weeks_on_chart,streams,country,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_release_date,lyrics
224,1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Hey Mor,Aura Music Corp.,5,1,4,19,1809696,Chile,1zsPaEkglFvxjAhrM8yhpr,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,4,2022-10-07,hey more tell me what the fuck did you do to me its 6 am m and i want to sleep now but i havent been able to since you left what did you do to me hey ma how do i get you out of here i arrive at the disco and i only think of you what we did i want to forget with another but he doesnt know the same no why am i going to lie to you im going to lie to you i walk with ass but i think of you i dont want to forget what we did i want to repeat it baby youre lost what are you going to do today i saw you wearing pal gym or for the vacilón baby you were real the other plastic you put this nit to talk romantic oops i think of you every day one does not change a mercedes for a kia i know that i screwed up the relationship my bad baby i dont know why we fight if we can be doing rude things county sea view we woke up that day we went and fifty eight pa the beach but i never thought it would be the last day baby where these that i go through you im active with the puppets on the motorboats lets see if i see you around you might also like hey ma how do i get you out of here how do i get you out of here if i get to the disco and think of you what we did i wanted to erase with another chimba but it doesnt taste the same no why am i going to lie to you im going to lie to you if there is no drink i only think of you i dont want to forget what we did i want to repeat it sounds baby an ass like yours anyone sins anyone sins just tell me when you want me to put you that today im with the combo the rompediscoteca its that baby you are the net but i just want you to decide to go looking to go looking a slow little dog and finish inside you just need to decide to go looking to go looking a slow little dog and finish inside hmm give me lu i dont know give me water im thirsty today i want to invest what i spent i spent with all the substances there are more than three eheh tell me what the fuck did you do to me oh no its 6 am m and i cant fall asleep anymore but i havent been able to since you left what did you do to me hey ma how do i get you out of here how do i get you out of here if i get to the disco and think of you what we did i wanted to erase with another but it doesnt taste the same no why am i going to lie to you im going to lie to you i walk with ass but i think of you i dont want to forget what we did i want to repeat it baby whoa we went and fifty eight pa the beach but i never thought it would be the last day whoa
225,5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,6,1,5,34,1620417,Chile,5ww2BF9slyYgNOk37BlC4u,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638,4,2022-05-26,i blocked you from insta but on another account i see your stories ohohoh i deleted your number i dont know why if i know it by heart you hurt me and so i miss you and although i know that one day ill forget you i havent done it yet its complicated to what we did i like to remember im driving through the streets that you kissed me listening to the songs that one day you dedicated to me i would tell you to come back but that is not asked i better ask god to take care of me because im driving through the streets that you kissed me listening to the songs that one day you dedicated to me i would tell you to come back but that is not asked i better ask god to take care of me huh take care of another one that looks like you i dont want to fall like i did for you i hope you fall in love do the same to you that you did to me you taught me not to love anyone and also how i dont want to be loved noohoh we were three in a relationship of two i dont forgive you ask god for forgiveness i said that i forgot you and the truth is that iohoh iohoh im driving through the streets that you kissed me listening to the songs that one day you dedicated to me i would tell you to come back but that is not asked i better ask god to take care of me because im driving through the streets that you kissed me listening to the songs that one day you dedicated to me i would tell you to come back but that is not asked i better ask god to take care of me huh manuel turizosee manuel turizo liveget tickets as low as 34you might also like
226,3Zyk5Vd9WNPNVWxvb0EZTk,"KAROL G, Romeo Santos",X SI VOLVEMOS,UMLE - Latino,7,7,9,2,1578510,Chile,3Zyk5Vd9WNPNVWxvb0EZTk,0.793,0.78,1,-4.247,0,0.249,0.341,0.0,0.111,0.576,178.046,203360,4,2023-02-03,we dont work we dont work we gave everything but it was not given to us no thats why were leaving were going but before we go lets do it for the last time baby baby not in love but in bed we understand each other oh its a porn i love how we do it i will not delete your contact and i am aware in case we return but not like that hey by the little shore i am taken care of hey but she calls when she wants me to make your bed unmade the bellaqueo are not forgotten they are not forgotten no one trustworthy is denied a farewell fuck hey im set for the repeat repeat you put the bed i put the krippy krippy to hang out on the beach in the dr punta cana ah ah in the window looking at the city i know that in love we are a disaster tre i am a bandit and you are a gangster i dont know how much time you wasted trying something serious i know im not what you thought eheh but since you kissed me with my malice you got addicted this is not healthy but lets do it for the last time baby not in love but in bed we understand each other its a porno i love how we do it how ching how ching i have not deleted your contact and i am aware in case we return but not like this you might also like our love is fucked up but what a feeling when the troubles end in bed could it be that sex with you is my addiction toxic loves are only good for sin we are so explicit but it came to an end so nasty say goodbye naked im recording you with my cell phone i say goodbye inside of you save this video for when you need it and youre wet thinking of me lets do it for the last time baby baby not in love but in bed we understand each other demos its a porno i love how we do it how ching how ching i have not deleted your contact and i am aware in case we return but not like this baby give me a night that never ends today is sex night if you come haha you knew my romeo the king with the bichota ooovy on the drums
227,36ys9pBrC5SLAADHsbsDVF,"Jere Klein, ITHAN NY",Los Diablotes,Jere Klein,8,8,15,6,1455469,Chile,36ys9pBrC5SLAADHsbsDVF,0.849,0.616,11,-8.585,1,0.0676,0.105,0.0,0.276,0.815,102.012,167059,4,2022-12-31,the devils she wants to smoke and walk with the devils i know you like badass if the suitor falls we take the packages and also the ingots take pa that drives you crazy up mine bounce ill put this mallet in you smoking a phillie i dont even know which woman i hit we walk him as a minor we enter with the fory if you want boobs ill send them to do it for you lets go ill pay mommy ill pay soon you want me to rescue you dont do me if you dont ask around how do i do it your friends here are perchao you and your friends stay here pure that we already walk install i like her style when she climbs you might also like she wants to smoke and walk with the devils turn on the party that explodes in the vv being a mazote in the neck an ingot take pa that drives you crazy that bounces on top of me while i take off that cleavage he likes to smoke and he likes gangsters prr when i play it he asks me to sing to him haha i brought you perreo like for the times of before hey shes very rich and she doesnt have implants brr brr alviero martini versace the bikini hey she went out to misbehave now mickey is looking for minnie haha colored all the glocks with runnin prr with gloves the bullets of the 19 in miami with draco mini hey i like that cut that i gave you if it happens it depends on how i move hey if you dont fuck then dont drink from the bottle haha how does she dress if she steals the sights at the party prr she wants to smoke and walk with the devils turn on the party that explodes in the vv being a mazote in the neck an ingot take pa that drives you crazy that bounces on top of me while i take off that cleavage prr hey flow new york hey jere klein prrr i always hang out with abraham wayne tell me em biological on the beat
228,2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,UMLE - Latino,9,7,8,26,1438242,Chile,2CeKVsFFXG4QzA415QygGb,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,2022-09-14,happy birthday ferxxo doing everything with that pirobo i wanted to see you for a long time when you were my girlfriend you didnt go out and now you even like to turn on the time we spent together was like we let it waste i know im drunk but i remember how delicious we danced baby you and me baby doing everything you are to walk with this cat not with that pirobo you are alone and so am i i am also alone have a drink lets dance do everything that the pana mine to your friend make chorus you are to walk with this cat not with that pirobo you are alone and so am i i am also alone have a drink lets dance do everything that the pana mine to your friend make chorus i gave you everything all night i think of you when i drink im mixing the pills with the blunt and to your exboyfriends i offer them lead all the partners talking to me about you i used to send you songs at school on a cd wow we were on fire and we divided it i turn on all night im already thinking of you i know that you are tired of so much chimbear looking for something that will not be the same yeah i want to release the body that you made i bought you a chain to see you shine you and me doing everything you are to walk with this cat not with that pirobo you are alone and so am i i am also alone have a drink lets dance do everything that the pana mine to your friend make chorus you might also like doing everything with that pirobo1
229,7wGy7XfvDC7PRNtMQkHVuN,"Jere Klein, Lucky Brown",Mandame Tu Ubi,Jere Klein,10,6,6,11,1433613,Chile,7wGy7XfvDC7PRNtMQkHVuN,0.791,0.644,10,-6.603,0,0.0651,0.101,0.000142,0.109,0.953,100.935,119835,4,2022-12-01,send me your ubi in the little party we dance pegao what do you want vamo to er that here we walk enpistoleaor calm down girl that booty here is insured come here there is everything for you send me your ubi where is it i know that your little friend likes my watch but you like my forties come here there is everything for you send me your ubi where is it i know that your little friend likes my watch but you like my forties in the disco my hip moves me it peels good fabric it knows how i am mmm that woman is hot and she likes my chains and that they are smaller mmm a couple of bitches with my compa el jere crazy because i loved it tell me ma what you want you tá talking with future rich so that they find out we dont deal with the smell bitch so that they cooperate she tells me kid come and take off my taco he becomes a villain therefore i am a villain with me she wants to bellaquear that devil wants to sin pretty from gstar tonight im your rockstar i fuck you like a pornstar and at hand my short na ma i like that this style gives you brr brr come here there is everything for you brr send me your ubi where is it i know that your little friend likes my watch but you like my forties come here there is everything for you brr send me your ubi where is it i know that your little friend likes my watch but you like my forties you might also like he was in my truck and he likes my chipeta she wants me to put her in to give her a pass from keta ha a tussiteta and let fear leave it in the drawer i fuck you in star the ship e button star im not going to fall in love with you that we are to make money
230,5MxnvIBS4UMUpbZUKQsuNA,"Marcianeke, Jere Klein",Muñeca,El Valle de los Reyes,11,11,12,10,1408079,Chile,5MxnvIBS4UMUpbZUKQsuNA,0.908,0.717,0,-6.161,1,0.132,0.0934,5.19e-06,0.166,0.62,96.173,182604,4,2022-12-09,doll with the marciano we walk a fire the problem and the cats call us so that it explodes from percocet i brought a pot we have a gun women and fame ah i have so that it floats and hits me she likes the fine ones but i still brought her to the block hehehe likes what i brought in the pot dont worry theres a blow for those who want to pay for protein brr lets do project x then triple x goveventе so that i sinned i also put in your friend here pure original and that of your cachu comb are replica the combi e gucci and if not giuseppe i walk with jere tell me what you want we have fame money a gun and also women stay cool nobody finds out that we are installed because i just persevered brr come on move your booty i like it when you put on puti your suitors are useless a groupie who is with the little group of her friends waiting for her to leave her behind the scenes and when we arrived to the party with the damned of europe we never count to what we spend and i know that it drives you crazy crazy brr hey doll how cute your tits it looks like the one on my globette and i roofed them to the ass of my truck hey doll how cute your tits it looks like the one on my globette and i roofed them to the ass of my truck we are putting pressure above the machine peazo de capsulón the pedal louis vuitton my cord is gold i spend giving it color mango flavored blunt in the swamp it sounds prr somo us if they hear the shots its just that i dress so goat that people wonder if im greedy i like expensive in the car giving a volt for the caro addicted to the shot emphasis for my compa del jar removing the packages of mud and your bitch stopped me bebebedrinking a drink and look how i do it i make a bitch appear like a magician three palazo and i turn them off to his women i nail them you might also like and when we arrived to the party with the damned of europe we never count to what we spend and i know that it drives you crazy crazy brr hey doll how cute your tits it looks like the one on my globette and i roofed them to the ass of my truck hey doll how rich your tits it looks like the one on my globette and that from behind to my jeepeta prr marcianeke what do they know about cutting we are the cut jere klein so that the goats take off their calvin klein making money with the donner prr prr
231,7Am9Us7Lub64dgaJ3jCeL7,"Jairo Vera, Best",Con Puras de 25,WM Chile,12,12,24,3,1339189,Chile,7Am9Us7Lub64dgaJ3jCeL7,0.871,0.638,4,-5.5,0,0.0672,0.0471,0.0,0.0178,0.385,99.956,138462,4,2023-01-24,none
232,7iBFkn9NTeNW9jfwiCzF39,"Balbi El Chamako, Jere Klein",Ese Corte,Balbi El Chamako,13,10,10,11,1298932,Chile,7iBFkn9NTeNW9jfwiCzF39,0.685,0.829,11,-5.597,0,0.0456,0.00897,0.0,0.0512,0.509,95.115,219401,4,2022-12-02,that cut i know you you were the love of my life and still here your departure hurts here but ill leave the door open in case you decide to come back i buy you expensive brands travel the world a ship of the year and a life of luxury hotel stays papered property so you decide what your course is that culiao cut that i love he likes bandits gangsta life baby only i am for you that culiao cut that i love he likes bandits gangsta life baby im the only one for you eh eh eh i love you and i love you like my gun i love you like a thief his turnstile you a goddess super beautiful why are you walking alone i love you like a trafficker wants his package i want to marry you like millionaires hunt she tells me that i am crazy but a visionary for you pistol whatever it takes soon ill pay to get you out of the neighborhood where are we not going what country do you want i walk like pablo fulfilling pleasure take advantage of the fact that there are a couple of women that they become crazy and for jere they die but you with that attitude makes me go crazy i love that culiao style of yours mommy you are here to make you my wife that culiao cut that i love he likes bandits gangsta life baby im the only one for you eh eh eh that culiao cut that i love he likes bandits gangsta life baby only i am for you i walk with a glock in the banana and 30 grams of fine throwing away a very healthy one that little ass is my best bet i like it more if it costs much more because of you im always active i dont sleep or take naps while giuseppe throws us from cairo vacation to maracaibo if you lack a ship then ill bring it that body is a crime i have roots in your ass i like that short cut then thats what i like iii get into your heart with a glove and a hat im masked like a motorcycle jet for you i paint my face and with anyone i erase myself a silent wolf does more than all this puppy but baby stay dont go you wait i am your bandit my life you just adapt i still remember those polvito enrolling ocb doing it on top of the amg and again i will steal a kiss from your mouth i know that you love this bandit nobody like me has eaten you he doesnt like weone gile he walks with pure weone saw you might also like that culiao cut that i love he likes bandits gangsta life baby only i am for you that culiao cut that i love he likes bandits gangsta life baby im the only one for you eh eh eh jere klein tell me chamako tell me balbi el chamako andamo giving a volt bat jere klein that this year is ours and the next and the next and the next
233,2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",La Jumpa,Rimas Entertainment LLC.,14,3,7,12,1292178,Chile,2mnXxnrX5vCGolNkaFvVeM,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,196800,4,2022-12-01,aha yao archangel pa eleven to whooooh she doesnt like reggaeton but she loves how she sings the feeling yeah i didnt mean yeah yeah stay with all the attention i live in a mansion and i dont even know the address oh my god he is bastard very bastard papi arca ask me for a blessing ah auh prra damn uncle my house is a hotel and the view looks crazy beautiful in it i can land a plane i only need the runway wow it is impossible for this combination to fail no a mixed salad of flow aha palomo dont insist when talking about greatness you are not on the list no neverland i take them apart like legoland yap yah and if i point out mine they give them to you papapa and you go inside but from the van from the neck up its very cold oops i arrive and snow falls on the farmhouse yessir leaving these malparíos without a gift santa claus with the essence of the grinch got in rrra and i saw her go with do the friend looked at me he stuck to the vip of course he did of course he entered hello my name is archangel a pleasure a pleasure today you go with a legend that will not be born again no hey and i already saw her go with do the friend looked at me he stuck to the vip of course he did of course he entered hello haha my name is bad bunny a pleasure a pleasure take advantage of me today who forces or doesnt see me again hey hey your baby wants me to break it bellaca heh luka stepback the jumpa hey you are crazy for selling your soul but not even the devil will buy it for you haha i dont have a compe nah ask your compa no everyone already knows thats why bad bunny doesnt even snore amen the grandparents and his little grandson listen to me thug prr shooter and student doctore and gangster naturale and with implant adults and infants in barcelona and alicante hey hey in santurce and almirante hey hey hey crossing the street with the beatles damian lillard and another buzzer beater prr whoever wants to throw me away another thing is that i look nah nah nah ha i am a pitcher i am a pitcher hey and this is another game that im going no hitter huh i come from pr land of clemente they have me without balls all the jeter a mamabicho hey the haters dont come out i never see them on the street for me they live on twitter ha hey okay im busy making money if i dont have time to take care of my children no one charges more than the babysitter charges hehe daddy lets go now i want to fuck okay okay give me a break mommy ha hey i spit your mouth i pull your hair i give you with the bug and with the lelo in the private jet a fuck in the sky today i want a whore a model hey oh oh ah mommy hit me i dont mind heh that later im going to break you with the nectar ayay you might also like and i already gave the do the friend repeated wow how delicious she blew me in the mouth of the other she threw it hello haha my name is benito a pleasure a pleasure today you messed with a legend that will never be born again and i saw her go with do the friend looked at me he stuck to the vip of course he did of course he entered hello my name is austin a pleasure a pleasure you are listening to a legend that will not be born again no whoa ahem ahem ahem ahem yeah wuhwuh yeahyeahyeahyeah yeahyeahyeahyeah huh oh testing señor santos and señor martínez once again wuh yessir the phenomenon ouch archangel pa heh yessir hey bad bunny baby ehxx the professor bad bunny baby its flow factory bad bunny baby bad bunny baby hey whooooh bad bunny baby hey bad bunny baby hey bad bunny baby bababa bidibambambumbum1
234,5uq1p5tvZhSTRpZZTwuQPj,"Harry Nach, Cris Mj, Pablo Chill-E, Polimá Westcoast, Aqua VS, Tom fomt",LOKOTRON REMIX,Only Perk,15,7,13,9,1277183,Chile,5uq1p5tvZhSTRpZZTwuQPj,0.844,0.53,10,-9.177,0,0.146,0.276,9.46e-05,0.123,0.746,92.008,349565,4,2022-12-16,lokotron remix mommy you like me because im a locotron and i light a blunt with a bastard guille im hooded as if i were a thief and now all these gile are sapping like a drone drone drone drone mommy you like me because im a locotron and i light a blunt with a bastard guille im hooded as if i were a thief because all these gile are sapping like a drone and now theyre calling me because im generating and for the usa the millions are spending with another cat enjoying from chile going up to orlando we are the spartan this is the remix brr this is the remix the powers come together only perk gmix shishi gang gmix west side cris mj mommy you like me because im a locotron and i light a blunt with a bastard guille im hooded as if i were a thief because all these gile are sapping like a drone drodrodrodro mommy you like me because im a locotron and i light a blunt with a bastard guille im hooded as if i were a thief and to that gile they are sapping like a drone i buy you some moschi and the ki are brought down for me by an iraqi low key bitch increase the ki motherfuckin im a locotron youre crazy in the ring like rocky always walking forward youre forward ayuwoki ha we light a blunt every time we wake up every time we wake up your boyfriend is stupid that gil doesnt mess around that gil doesnt mess around enjoy the view we have for the sky uhuh and if we dont miss we cochineamo on skype uhuh mommy lately youre sad hey girl dont cry brr come here my card never declines cris mj you might also like she likes to ride with me in the mercedes the levels have already gone up in fashion nova my baby is entertained she has what you dont have bitches surround me but im a locotron money what i think of first sorry but i dont fall in love its been a while since i closed my heart oh my gosh she likes me to break her i am crazy and he loves mine im with you having so much with my bug she chokes mommy i like you because youre real i dont know if she loves me cause im famous i dont like it when youre bipolar lets go around in the maybach ahahah today im going to give you all night whenever i want im going to see you give me a call call my cell phone im going to inject it whenever you want call to see me mommy you hunted me and im not a pokémon and she grabbed me stole the poké ball pokémon she is my baby she is my anime and she is not from japan no and i found that ass she has the shape of a heart she asked me to hit her buttocks and i hit her like a drum because im locotron and im hooded as if i were a thief and now all this gile are sapping like a drone drodrodro we agree that this is a secret no in rede we are a friend and in private i put it in i put it in she has an ex that her friend is now in trouble  and do you know what happens when that happens oh my god i stole you from the bandit i bit her buttocks and now that ass is mine she doesnt fall in love because she has a broken heart lets have fun with your bestie doing a threesome something different so you can see whats going on i can protect you from the world like inuyasha and hit you often mommy now im on a roll vs with the ski mask because that way nobody catches us vs i know you from college i like them all i have diversity the gile i dont know their level if they give we have the class we look like zidane oh my god how that ass moves me the skirt is black i like it i dont hide what makes me most happy is the money that i calculate we dont have a motherinlaw we dont want a link lets go to the registry to put that ass in my name since i put him in he thinks im his man i made her come so much that she became a habit we transcended so dont be surprised and im sorry baby uh if you want call me and ill get to where you are i do everything underwater its not for tv here i like the bandia mommy like you and im sorry if youre not here and i walked away from your world of bilz and pap we are flying like the balloons of up and from the ranking we won all the cups shishi pablo mamamommy you like me even though im sick thief swindler penganilla but tender gang gang baby little by little we will begin to understand each other nah you wont even realize when i have it inside of you oops mommy im your shi shi i look for you in my boxster just so that you cache maybe im crazy but i have my cashi and tell me what maniac has a porsche like that baby hey i mom iii dont want any more drama i just want to serve you breakfast in bed ah she said she didnt love me what a liar girl i walk with the aqua that left your watery friend whats going on live your crazy life crazy crazy here her name is cami and in america she is stacy ah the lean with the backwood has me lazy enjoy life you cant buy that at macys ah mommy you like me because im a locotron and i light a blunt after her asshole ma they throw and bounce as if they were a ball i was able to buy the balls but not the kit sucker mamamommy you like me because im a locotron and i light a blunt blunt blunt blunt with a guille bastard brón brón brón and im hooded as if i were a thief because all this gile are knowing more than a drone drodrodrodro mamamommy you like me because im a locotron and i light a blunt with a bastard guille im hooded as if i were a thief because all this gile is sapping like a drone this is the remix cris mj tell me harry aquaman tell me aqua pablo chi shi shi polyma west side yeah tom fomt yeah we come from the future ha another suit for history you like me because im a locotron from tron as a minor yahah we are a megalodon haha and im pure hueón brr
235,0NO2zL0kw8sGGnaMvHKAZF,"Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile",Marisola - Remix,Virgin Music Chile,16,2,11,9,1243328,Chile,0NO2zL0kw8sGGnaMvHKAZF,0.765,0.872,1,-5.863,1,0.0498,0.173,5.65e-06,0.0749,0.722,94.999,237474,4,2022-12-15,marisola remix with the remix mami linda chile and argentina a simple girl cilla like archangel the wonder ahahah uhah i like when you kneel uah ill take you two hundred miles brr im going to give you what you ask me for you will not be able to forget me i go crazy when he puts you to dance and in my room im going to undress you ahah she no longer smokes mari alone that i can enroll you some pitito dont let your dad bite me brr that i am your tail killer yeaheh and i eat the popola for you yeaheh i no longer smoke mari alone like some joint i can enroll and after that im going to kidnap you just for a couple of hours and ill give you back to your lady smoking stress goes away you know what happens next you cant talk about tre if we are do on the wall in the dark i burned it outside the disco it was im going to take it i know were going to do it again mari alone no longer now she enlists for two let me stay he says he gives me everything i want i dont walk alone nono i smoke alone nono if he wants it ii give him everything he wants i no longer smoke mari alone i have someone who enlists it i know that wherever he is with me he goes to everyone and even if im not alone no one controls me were going to smoke for a couple of hours she no longer smokes mari alone that i can enroll you a few pititos roll dont let your dad bite me brr that i am your tail killer yeaheh and i eat the popola for you eel you might also like come on mommy touch yourself with your hands on the wall since i tried you i have not been able to forget you come on mommy touch yourself with your hands on the wall since i tried you i have not been able to forget you you are from another planet ive been looking for a girl like this for a long time if you dont feel complete i take you to my house and smoke a zeta uoh ohoh were just the two of us ah im going to give you love baby we set the room on fire and i eat that heart i dont know what that baby has that drives me crazy i take off her victorias and i make her shake her pelvis she no longer smokes mari alone that i can enroll some joints dont let your dads gil bite me i rob you to be alone no one controls her mari alone mommy ill lend you the lighter duko i read your body with your hands as in braille ohoh im with cris and standly i know you like the flaite if you leave return as a cristiano to united prra oh no they told me that you are the sensationtion tiontion breaking hearts became an addiction oh no you got tired of those cats youre looking for a relationship send me your location got talent killer mode its perfect and that nobody thinks of ours your flow has me under the effect you already knew mommy mamamami rich rica you know where i am dangerous as floyd to give it to you today and im going to kill it hey i whip it for you in my rollsroyce so interesting interesting and you like thugs you like thugs hey baby i want you to dance hey you can only make me fall in love ah perreo uh i dance for you tra perreque ah i send you uh perreo prr i dance for you ahyeah come without fear to dance it she no longer smokes mari alone tell me that i can enroll you some pitito that your dad doesnt bite me choro that i am your kill tail and i eat the popola hehe devil mode baby nicki nicole is in the house cris mj and standly argentina and chile are in the house star music float in the jacuzzi im making a stick tell me magic tell me mustache1
236,54ELExv56KCAB4UP9cOCzC,"Ñengo Flow, Bad Bunny",Gato de Noche,Rimas Entertainment LLC,17,5,14,8,1186007,Chile,54ELExv56KCAB4UP9cOCzC,0.892,0.662,8,-3.894,1,0.162,0.169,1.24e-06,0.363,0.607,93.976,227013,4,2022-12-22,he loves you he adores you he gives everything for you but you are a devil who is crazy about me you like the bad go to fire with me wohoh the hair pulled you im blessing you although you are a sin eh im going to hell if i continue behind that shorts im already on my way today im going to look for you after twelve i already want to eat you and repeat all the poses you have to hide and pretend that you dont know me spend the day with him im your cat at night today im going to look for you after twelve i already want to eat you and repeat all the poses you have to hide and pretend that you dont know me spend the day with him im your cat at night i sing e bellaca that toto is going to hammer you hahahahaha in the canam im going to look for you real g get on four gums that ass is going to suck you plo plo plo crazy for coming but im going to wait for you to come first yes hahahaha you are a son of a bitch you like bandoleros bandolero crazy with my bug and crazy with making money this is real g4 life foreva and you are listening to the real hahahahaha baby callao that nobody has found outo in the tinting that shorts are altered and no one has touched it i dont believe in love and it has me in love yahah and he has me in love yes that shorts are altered well pressed baby he has it for me uncontrollable i have honey where i go hackeaor today im going to look for you after twelve i already want to eat you and repeat all the poses you have to hide and pretend that you dont know me spend the day with him im your cat at night yeah yeah you are my crazy woman and today you have therapy if i dont put it in he gets angry i can be over twenty but you are my bichota you are my hit woman so much pece in the sea and me with you in the fishbowl being able to be with anyone last night it was champagne inside the bathtub today there are four bottles of wine and the third came if that bastard asks you tell him it was fate that he put you in four and loose in front of me my bug is not afraid but he hides inside you i said he wasnt coming back but i lied i put it on another and i regretted it because he didnt feel what i felt with you eheheh the nights are boring without you perfumao i dressed whole louis vuitton hit it send the pin you might also like that today im going to look for you after twelve i already want to eat you and repeat all the poses you have to hide and pretend that you dont know me spend the day with him im your night cat4
237,0yq2vtAiZfTYZlP2EFCJDt,"Gringuitos Records, Balbi El Chamako, El Rey, Nickoog Clk, Jairo Vera",Te Extraño a Lo Vio,Gringuitos Records / Eyey Networks,18,18,25,8,1176010,Chile,0yq2vtAiZfTYZlP2EFCJDt,0.555,0.807,10,-4.441,0,0.0947,0.0172,0.0,0.246,0.202,93.853,349036,4,2022-10-15,i miss you saw it to think that yesterday i had you and today i no longer have your love i am the king ma i miss your kisses and to be able to feel heat this is jairo vera i know i had a thousand mistakes that was not my intention and now you start to fly and i only stay in my room so that you fall in love tell me what to do if i lose you and i dont have you by my side without you the cold covers me ive done everything but i cant come back can i have money but still i feel ultra empty i think of you i dont forget you i miss you caleta saw it my love yeah and i think of you more than a bag of bills mommy im dying to eat you as i did before you left ma maybe i didnt know how to value from the beginning baby im sorry but at this very moment in my head i have those movements that you made me ma now i miss you more than before making songs to not remember you and what i do the most is love you i can not forget you you became something apart you change my mood you are something different mommy i know that you dont stop loving me you might also like tell me what to do if i lose you and i dont have you by my side without you the cold covers me ive done everything but i cant come back can i have money but still i feel ultra empty i think of you i dont forget you i miss you caleta saw it my love i miss you cove i want to go out but your image is in the cove my culia mind and that the whole world knows i had to get into music so as not to take pills as a sinner asks on his knee like a crystal in the dark it shines i have faith even though its a mile away and im gone now im going on vacation in paris i no longer go inside you now i go out to hang out at the party although the culiao car does not leave without me and now go away because without you im better i know you liked the ticket and now with another girl i give it more color word i dont believe in love wah you became my favorite powder you are my best mistake my best mistake i will dedicate another song to you living here with death thinking if i can forget you what i do is smoke and erase you since i cant have you and its not normal that for a bad one i am already bad im turning up the damn i just need me i go out and rescue those totitos at night to spare and it is that i was born in the street but i die in the cabin what the hell do i want a commitment for if its me that life ruins you i have a broken heart i throw that habitaor i polish it the chains do not fill the emptiness that i feel and i dont feel even if im earning hundreds my feelings are polarized because they dont look inside tell me what to do if i lose you and i dont have you by my side without you the cold covers me ive done everything but i cant come back can i have money but still i feel ultra empty i think of you i dont forget you i miss you caleta saw it my love yeah and come back if all problem is solved do not say that i was not different i cant get you off my mind if my smell doesnt leave your bed if deep down you still love me just come back i dont care about money or fame the flame does not go out not having you by my side hurts me is that your arms miss me and you know it corduroy lock up or cut cane i dont understand what hes up to but if you call me my heart heals tell me what to do if i lose you and i dont have you by my side without you the cold covers me ive done everything but i cant come back can i have money but still i feel ultra empty i think of you i dont forget you i miss you caleta saw it my love yeah the nicko but the og i am the king ma it was a ring for two for two tell me chamako mommy bat hey hey this is jairo vera keto quay cool gringuitos records the mommy bat tell me tell me matthew on the beat matthew on the beat gringuitos records the family tell me what to do if i lose you and i dont have you by my side without you the cold covers me ive done everything but i cant get back i can have money but still i feel ultra empty i think about you i dont forget you i miss you caleta saw it my love yeah
238,4WiQA1AGWHFvaxBU6bHghs,Quevedo,PUNTO G,Quevedo,19,13,19,15,1174288,Chile,4WiQA1AGWHFvaxBU6bHghs,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,151325,4,2023-01-20,g point bluefire childhood friends but i lost sight of her and at eighteen we followed each other on insta shes not looking for a relationship shes not ready for that but shes looking for someone to undress her the last time i saw her i saw her at the disco leaving his soul for another bastard ohohoh we exchange glances she spiteful she approached me and i ended up touching your gspot eheh you yelling at me eheh givinggiving you eheh bandobandolera gspot eheh you yelling at me eheh givinggiving you eheh bandobandolier before we were unknown but now ahah doubt because with me you feel real things yeahyeah so accustomed to having it to stop he doesnt value her she gave me a point and then eheh i acted and took her she looks like a tv model and i dont know what were going to do anymore your face and your gspot hook me yeah eheh that little ass asks me to crash it i dont forget the little dog on the pier nooh he doesnt need anyone to teach him yeaheh and face like bottle of dom péri neither you nor anyone else believes his movie you got hooked since i gave you and i touched you you might also like gspot eheh you yelling at me eheh yeahyeah yeahyeah givinggiving you eheh bandobandolier gspot eheh you yelling at me eheh givinggiving you eheh bandobandolier i acted and took her yeahyeah yeahyeah she looks like a tv model eheh eheheh i dont know what were going to do anymore im hooked on your face and your gspot yand i touched your gspot eheheheh i got hooked eheh keep rocking baby keep rocking keep rocking baby keep rocking point g eheheheh i got hooked eheh all the way down baby all the way down all the way down baby all the way down
