,track_id,artist_names,track_name_ed,lyrics
326,36BUjFSteZsyz3VWU88VlO,Manuel,Rossz kéz,"Rossz kéz Lyrics

Csak állok a pultnál és szédülök
Nem tudom mennyit ittam meg
Néznek a lányok az egyiket elviszem
Későn fogtam fel, hogy nem jössz már
Te nem jössz már

Meghalt rég akibe belelátsz
Te csak egy árnyék vagy aki még beleránt
Rossz kész pihen majd a derekán (Woah)
Néha még én sem vágom hogy ez lett..
Valahogy nem szoktam hozzá
Merülök
A vérben táncol a testem
Amikor minden megvolt már
De már nem jössz vissza hozzám
Te már nem jössz vissza lány
Nem jössz vissza már
Van itt egy ázsiai lány aki tetszik
Mindene top top top de nem áll
Aztán egy szőkésbarna itt fekszik
Kérzdezi gondolkodtam-e már
De én nem látok bele többet baby
Nem látok bele már

Csak állok a pultnál és szédülök
Nem tudom mennyit ittam meg
Néznek a lányok az egyiket elviszem
Későn fogtam fel, hogy nem jössz már
Te nem jössz már

Meghalt rég akibe belelátsz
Te csak egy árnyék vagy aki még beleránt
Rossz kész pihen majd a derekán (Woah)
You might also like
Vettem volna egy gyűrűt..
Ami a szaturnuszon sincsen
Szenvedtem már a tűzben..
Neked mindened elvittem
(Woah, yeah, woah)
(Yeah, yeah, yeah)

Meghalt rég akibe belelátsz
Te csak egy árnyék vagy aki még beleránt
Rossz kész pihen majd a derekán (Woah)
Meghalt rég akibe belelátsz
Te csak egy árnyék vagy aki még beleránt
Rossz kész pihen majd a derekán (Woah)Embed"
327,6dXiWwFrcGieqnoLYzPNp5,Mahalini,Sial,"Sial Lyrics

Sampai saat ini tak terpikir olehku
Aku pernah beri rasa pada orang sepertimu
Seandainya sejak awal tak kuyakinkan diriku
Tutur kata yang sempurna, tak sebaik yang kukira

Andai 'ku tahu semua akan sia-sia
Takkan kut'rima cinta sesaatmu
Bagaimana dengan aku terlanjur mencintaimu?
Yang datang beri harapan, lalu pergi dan menghilang
Tak terpikirkan olehmu, hatiku hancur kar'namu
Tanpa sedikit alasan, pergi tanpa berpamitan
Takkan kut'rima cinta sesaatmu

Seandainya sejak awal tak kuyakinkan diriku
Tutur kata yang sempurna, tak sebaik yang kukira

Andai 'ku tahu semua akan sia-sia
Takkan kut'rima cinta sesaatmu

Bagaimana dengan aku terlanjur mencintaimu?
Yang datang beri harapan, lalu pergi dan menghilang
Tak terpikirkan olehmu, hatiku hancur kar'namu
Tanpa sedikit alasan, pergi tanpa berpamitan
Tak akan kut'rima cinta sesaatmu

Sia-sianya 'ku bеrtemu dengan cinta semu
Tеrtipu tutur dan caramu
Seolah cintaiku (Cintaiku)
Puas kaucurangi aku?
You might also like
Bagaimana dengan aku terlanjur mencintaimu? (Cintaimu)
Yang datang beri harapan, lalu pergi dan menghilang
Tak terpikirkan olehmu, hatiku hancur kar'namu
Tanpa sedikit alasan, pergi tanpa berpamitan
Takkan kut'rima cinta sesaatmuEmbed"
328,3N2WeXxSjngB1DSi8vrI8C,Aruma,Muak,"Skcryonlone LyricsVerse 1 :
History kembali dalam pangkuan nada
Sekilas berkaca, sudah tenggelamkah Rantau Adiwangsa
Saat Paranoia kaburkan semua
Hilang kendali ku dalam hidup
Tak ingin ku hirup lagi asap yang dulu buatku terpuruk
Seketika diam dalam lamunan hening
Seiring waktu berjalan dan jam pun berdenting
Seketika juga hidupku mulai terlewat
Begitu juga harapku tak lagi sempat
Hanya ruang imaji penuhi otak
Berkotak-kotak tak lagi banyak peduli
Mreka hakimi ku dengan puas, yah!
(i'm talkin' about how i care)
{ Prei 1000% }
Verse 2 :
Baru sekarang ku mulai dari awal
Sajak per sajak coba lagi ku rangkai
Seperti sedia kala
Saat senjakala hadirkan
Pesona yang berbeda
Imaji ku meluas srasa aroma Ganja
Semua berbeda hanya patung-patung
Bergerak temani mimpi
Acapkali idamkan teman sejati
Tapi ( Bullshit, Mofuck'a!!! )
Semua berubah
Sperti skenario dalam film hierarki
Sudah tertebak siapa yang tak peduli
(Fake Friends)
Mungkin memang sekarang waktu ku memulai
Struggle ku yang dulu sempat tertahan
Karna peduli ku terlalu tinggi
Empati berlebih buat tak nyaman hidup diri sendiri
You might also likeAku muak dengan segala yang ada
Maka ku menyingkir untuk kembali berubah
Daaaaan...
Mohon maaf ku hanya untuk beberapa
Sahabat yang ada saat ku terjatuh dan terluka1Embed"
329,7nQoDLkzCcoIpKPQt3eCdN,raissa anggiani,Kau Rumahku,"Kau Rumahku LyricsBagaikan sungai yang tak punya malu
Mengalir meskipun terancam surut
Lalu kakimu melangkah kerumahku
Setengah melirik mencoba rayu
Apa yang kau inginkan
Dari senyumku ya tuan
Gemar skali kau lukiskan bintang untuku
Sungguh lihai tanganmu menata kembali hati yang hampir mati
Kan ku letakan hangat ditengah duka kita
Jangan biarkan ku pulang
Kerumah yang bukan engkau
Bicarakan tentang seisi dunia
Perllahan mendekat bisikan cinta
Membuatku terlena
Kedalam pesona sukma yang begitu indah
Apa yang kau inginkan
Dari senyumku ya tuan
Gemar skali kau lukiskan bintang untuku
Sungguh lihai tanganmu menata kembali hati yang hampir mati
Kan ku letakan hangat ditengah duka kita
Jangan biarkan ku pulang
Kerumah yang bukan engkau
Jika mampu menjelajahi langit
Kan ku petik pelangi tuk warnai harimu
Jangan khawatir masih ada aku
Jangan khawatir masih ada aku
Gemar skali kau lukiskan bintang untuku
Sungguh lihai tanganmu menata kеmbali hati
Kan ku letakan hangat ditengah duka kita
Kan aku persilahkan kau mеnetap disiniYou might also likeEmbed"
330,3i0h88q1HBtbdIg2bPxs54,Awdella,Tertawan Hati,None
331,6Hii26x3qDErVitnGW8QtO,"Feby Putri, Fiersa Besari",Runtuh,"Runtuh Lyrics

Ku terbangun lagi di antara sepi
Hanya pikiran yang ramai
Mengutuki diri tak bisa kembali
Tuk mengubah alur kisah

Ketika mereka meminta tawa
Ternyata rela tak semudah kata
Tak perlu khawatir, ku hanya terluka
Terbiasa tuk pura-pura tertawa
Namun, bolehkah sekali saja ku menangis?
Sebelum kembali membohongi diri

Ketika kau lelah, berhentilah dulu
Beri ruang, beri waktu

Mereka bilang, syukurilah saja
Padahal rela tak semudah kata

Tak perlu khawatir, ku hanya terluka
Terbiasa tuk pura-pura tertawa
Namun, bolehkah sekali saja ku menangis?
Sebelum kembali membohongi diri

Ha-ha-ha-ha
Ha-ha-ha-ha
Ha-ha-ha-ha, oh

Kita hanyalah manusia yang terluka
Terbiasa tuk pura-pura tertawa
Namun, bolehkah sekali saja ku menangis?
Ku tak ingin lagi membohongi diri
You might also like
Ku ingin belajar menerima diriEmbed"
332,26cvTWJq2E1QqN4jyH2OTU,Anggi Marito,Tak Segampang Itu,None
333,4z6FksNI6MLCDTHrNJXhO0,Mario G klau,Semata Karenamu,None
334,50x1Ic8CaXkYNvjmxe3WXy,New West,Those Eyes,"Those Eyes Lyrics
When we’re out in a crowd laughing loud and nobody knows why
When we’re lost at a club getting drunk and you give me that smile
Going home in the back of a car and your hand touches mine
When we’re done making love and you look up and give me those eyes

'Cause all of the small things that you do
Are what remind me why I fell for you
And when we’re apart and I’m missing you
I close my eyes and all I see is you
And the small things you do

When you call me at night while you’re out getting high with your friends (Out with your friends)
Every ""hi"", every ""bye"", every ""I love you"" you’ve ever said (You've ever said)

'Cause all of the small things that you do
Are what remind me why I fell for you
And when we’re apart and I’m missing you
I close my eyes and all I see is you
And the small things you do


When we’re done making love and you look up and give me those eyes

'Cause all of the small things that you do
Are what remind me why I fell for you
And when we’re apart and I’m missing you
I close my eyes and all I see is you
And the small things you do

All the small things you doYou might also like4Embed"
335,1USA6DXJ1qsucoKnDu4vnu,Budi Doremi,Tak Kan Hilang,None
336,1ixNEKbIZTTZ5LIz3rr9jD,Jogja Hip Hop Foundation,Cintamu Sepahit Topi Miring,None
337,3nHxZEe1dT7zs73DG6pNll,Tiara Andini,Usai,"Tiara Andini - Usai LyricsMungkin inilah waktunya
Mungkin inilah saatnya
Aku mengerti rasa sesal
Saat ada yang pergi menghilang
Kau datang mengukir luka
Yang sayang tuk dilupakan
Kau pergi tanpa mengajarkan
Cara tuk merelakanmu
Reff :
Usai sudah semua cerita
Yang t’lah kita ukir berdua
Meninggalkan dirimu adalah
Hal terberat yang harus ku jalani
Aku memang kehilangan
Kamu yang sangat kucintai
Namun kau telah kehilangan
Aku yang sangat mencintaimu
Ku akan terus belajar
Tuk melupakan
Kamu yang begitu mudah
Melupakanku
Back to ref
You might also likeAudio:
Music & Lyrics by Andmesh Kamaleng
Work arranged by Tohpati
You can download lagu and streaming from spotify Embed"
338,6Iq3sgLVrqqZfRitLaeHkn,Mahalini,Sisa Rasa,"Sisa Rasa Lyrics

Melihatmu bahagia, satu hal yang terindah
Anug’rah cinta yang pernah kupunya
Kau buatku percaya, ketulusan cinta
Seakan kisah sempurna 'kan tiba
Masih jelas teringat, pelukanmu yang hangat
Seakan semua tak mungkin menghilang
Kini hanya kenangan, yang telah kau tinggalkan
Tak tersisa lagi waktu bersama
Mengapa masih ada?
Sisa rasa di dada
Disaat kau pergi begitu saja
Mampukah 'ku bertahan?
Tanpa hadirmu sayang
Tuhan sampaikan rindu untuknya (rindu untuknya)

Masih jelas teringat (jelas teringat), pelukanmu yang hangat
Seakan semua tak mungkin menghilang (menghilang)
Kini hanya kenangan, yang t'lah kau tinggalkan
Tak tersisa lagi waktu bersama (waktu bersama)

Mengapa masih ada? (ooh…)
Sisa rasa di dada
Disaat kau pergi begitu saja (begitu saja)
Mampukah 'ku bertahan?
Tanpa hadirmu sayang
Tuhan sampaikan rindu untuknya

(Masih tersimpan) Oh, masih tersimpan
Setiap kеnangan (ooh..)
Semua cinta yang kau beri
Kau takkan terganti
You might also like
Mеngapa masih ada? (masih ada)
Sisa rasa di dada (rasa di dada)
Disaat kau pergi begitu saja
Mampukah 'ku bertahan? (tanpa hadirmu sayang)
Tuhan sampaikan rindu untuknya
Sampaikan rinduku untuknyaEmbed"
339,5MIpcd16T59wFeqAChSYwC,Last Child,Duka,"Duka Lyrics
Kau membunuhku dengan kepedihan ini
Kau hempaskanku kedalam retaknya hati
Hingga air mata tak mampu
Tuk melukiskan perih
Yang kau ukir dalam hati ini

Kau hancurkan diriku saat engkau pergi
Setelah kau patahkan sayap ini
Hingga ku takkan bisa
Tuk terbang tinggi lagi
Dan mencari bintang
Yang dapat menggantikanmu
Sampai kini masih kucoba
Tuk terjaga dari mimpiku
Yang buatku tak sadar
Bahwa kau bukan lagi milikku
Walau hati tak akan pernah
Dapat melupakan dirimu
Dan tiap tetes air mata
Yang jatuh kuatkan rinduku
Pada indah bayangmu, canda tawamu
Pada indahnya duka dalam kenangan kita

Kau hancurkan diriku saat engkau pergi
Setelah kau patahkan sayap ini
Hingga ku takkan bisa
'Tuk terbang tinggi lagi
Dan mencari bintang
Yang dapat menggantikanmu

Sampai kini masih kucoba
'Tuk terjaga dari mimpiku
Yang buatku tak sadar
Bahwa kau bukan lagi milikku
Walau hati tak akan pernah
Dapat melupakan dirimu
Dan tiap tetes air mata
Yang jatuh kuatkan rinduku
You might also likePada indah bayangmu, canda tawamu
Pada indahnya duka dalam kenangan kita


Sampai kini masih kucoba
'Tuk terjaga dari mimpiku
Yang buatku tak sadar
Bahwa kau bukan lagi milikku
Walau hati tak akan pernah
Dapat melupakan dirimu
Dan tiap tetes air mata
Yang jatuh kuatkan rinduku
Pada indah bayangmu, canda tawamu
Pada indahnya duka dalam kenangan kitaEmbed"
340,1mruWrUwAVe2XkksUQiaHK,"Virgoun, Audy",Selamat,"Selamat (Selamat Tinggal) Lyrics
Di tempat ini
Di tempat pertama aku menemukanmu
Kembali kudatangi tempat ini
Tapi kudengan yang lain...

Samar kudengar
Suara yang selalu ku kenal, itu suaramu
Kau terlihat bahagia bersamanya
Dia kekasihmu yang baru
Aku pun terdiam
Saat gadis kecil berlari ke arahmu
Gadis kecil yang miliki mata indah
Persis seperti matamu

(Dan kau pun tersenyum)
Aku pun tersenyum
Dan kugenggam tangan wanita di sampingku
(Dan kau genggam tangannya, dan kau genggam tangannya)
Dan berkata lirih di dalam hati
Tentang semua ini

Andai dulu kau tak pergi dari hidupku
Takkan mungkin kutemui cinta yang kini ku miliki
Cinta yang menerima kekurangan
Dan merubah caraku memandang dunia

Andai dulu ku paksakan t'rus bersamamu
Belum tentu kisah kita berdua berakhir bahagia
Kisah yang mendewasakan kita berdua
Meski lewat luka...
You might also like
Satu hal yang kini aku mengerti
Meski berat bibir ini mengucap
Akan s'lalu ada kata 'Selamat'
Dalam setiap kata 'Selamat Tinggal'
Wooo.. woo hooo..
Woohoo...


Andai dulu kau tak pergi dari hidupku (dari hidupmu)
Takkan mungkin kutemui cinta yang kini ku miliki (ku miliki)
Cinta yang menerima kekurangan
Dan merubah caraku memandang dunia

Andai dulu ku paksakan t'rus bersama mu (untuk terus bersama mu)
Belum tentu kisah kita berdua berakhir bahagia
Kisah yang mendewasakan kita berdua
Meski lewat luka (meski lewat luka)
(Meski lewat luka...)

Satu hal yang kini aku mengerti
Meski berat bibir ini mengucap
Akan s'lalu ada kata 'Selamat'
Dalam setiap kata 'Selamat Tinggal'
Selamat tinggal (selamat tinggal)
Samar kudengar..
Di tempat ini..
Suara yang selalu ku kenal, itu suaramu
Di tempat pertama aku menemukanmu..Embed"
341,2dIBMHByUGcNPzmYBJ6OAj,Hindia,Evaluasi,"Evaluasi Lyrics

Yang tak bisa terobati
Biarlah
Mengering sendiri
Menghias tubuh dan
Yang mengevaluasi
Ragamu
Hanya kau sendiri
Mereka tak mampu
Melewati yang telah kau lewati
Tiap berganti hari
Rintangan yang kau hadapi

Masalah yang mengeruh
Oh, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa

Yang selalu ingin ambil peran
Hanya berlomba menjadi lebih
Sedih dari dirimu

Muak dikesampingkan
Disamakan
Hatimu terluka, sempurna

Masalah yang mengeruh
Oh, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa
Perjalanan yang jauh
Kau bangun untuk bertaruh
Hari belum selesai
Biasa saja
Kamu tak apa
You might also like
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedih ku bersamamu kali ini
Ku masih ingin melihatmu esok hari
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedih ku bersamamu kali ini
Ku masih ingin melihatmu esok hari

Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedih ku bersamamu kali ini
Ku masih ingin melihatmu esok hari1Embed"
