,track_id,artist_names,track_name_ed,lyrics
10,0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,"TranslationsEnglishSure Thing Lyrics
Love you like a brother
Treat you like a friend
Respect you like a lover

Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh (You could bet that, never gotta sweat that)
Oh-ooh-oh, oh-ooh-oh, oh (You could bet that, never gotta sweat that)
Yeah, yeah, yeah (You could bet that, never gotta sweat that)
(You could bet that, never gotta sweat that) Yeah
If you be the cash, I'll be the rubber band
You be the match, I will be a fuse, boom!
Painter, baby, you could be the muse
I'm the reporter, baby, you could be the news
'Cause you're the cigarette and I'm the smoker
We raise a bet 'cause you're the joker
Checked off, you are the chalk
And I could be the blackboard, you can be the talk
And I can be the walk, yeah-eah

Even when the sky comes fallin'
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
Even when we're down to the wire, babe
Even when it's do or die
We could do it, baby, simple and plain
'Cause this love is a sure thing, yeah

(You could bet that, never gotta sweat that) Oh yeah, yeah
(You could bet that, never gotta sweat that)
(You could bet that, never gotta sweat that)
(You could bet that, never gotta sweat that)
You might also like
You could be the lover, I'd be the fighter, babe
If I'm the blunt (Uh), you could be the lighter, babe, fire it up!
Writer, baby, you could be the quote, yeah (Uh)
If I'm the lyric, baby, you could be the note (Uh), record that!
Saint, I'm a sinner, prize, I'm a winner
And it's you, what did I do to deserve that?
Paper, baby, I'll be the pen
Say that I'm the one 'cause you are a ten
Real and not pretend

Even when the sky comes fallin' (Yeah, yeah, yeah, yeah, yeah, yeah)
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
(You could bet that, never gotta sweat that) Even when we're down to the wire, babe
(You could bet that, never gotta sweat that) Even when it's do or die
(You could bet that, never gotta sweat that) We could do it, baby, simple and plain
(You could bet that, never gotta sweat that) 'Cause this love is a sure thing, yeah

Uh, now rock with me, babe
And let me hold you in my arms, talk with me, babe, yeah-yeah
Uh, now rock with me, babe
And let me hold you in my arms, talk with me, babe, yeah-yeah
This love between you and I is simple as pie, baby
It's such a sure thing, it's such a sure thing
Oh, it's such a sure thing, yeah, yeah, yeah, yeah (It's such a sure thing)
(You could bet that, never gotta sweat that) Even when the sky comes fallin' (Yeah)
(You could bet that, never gotta sweat that) Even when the sun don't shine
(You could bet that, never gotta sweat that) I got faith in you and I
(You could bet that, never gotta sweat that) So put your pretty little hand in mine
(You could bet that, never gotta sweat that) Even when we're down to the wire, babe
(You could bet that, never gotta sweat that) Even when it's do or die
(You could bet that, never gotta sweat that) We could do it, baby, simple and plain
(You could bet that, never gotta sweat that) 'Cause this love is a sure thing

(You could bet that, never gotta sweat that) Love you like a brother
(You could bet that, never gotta sweat that) Treat you like a friend
(You could bet that, never gotta sweat that) Respect you like a lover
(You could bet that, never gotta sweat that) Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh59Embed"
11,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good,"TranslationsPortuguêsEspañolTürkçeI’m Good (Blue) Lyrics
I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright
'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright

Don't you know I'm good, yeah, I'm feelin' alright
You know I'm down for whatever tonight
I don't need the finer things in life
No matter where I go, it's a good time, yeah
And I, I don't need to sit in VIP
Middle of the floor, that's where I'll be
Don't got a lot, but that's enough for me, yeah

'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright

I'm good
Good
I'm good
Don't you know I'm good, yeah, I'm feelin' alright

So I just let it go, let it go
Oh, na-na-na-na-na
No, I don't care no more, care no more
Oh, na-na-na-na-na
So come on, let me know, let me know
Put your hands up, na-na-na
No, baby, nothing's gonna stop us tonight
You might also like
'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright18Embed"
12,78Sw5GDo6AlGwTwanjXbGh,d4vd,Here With Me,"TranslationsTürkçeHere With Me Lyrics
Watch the sunrise along the coast
As we're both getting old
I can't describe what I'm feeling
And all I know is we're going home
So, please don't let me go
Don't let me go

And if it's right, I don't care how long it takes
As long as I'm with you, I've got a smile on my face
Save your tears, it'll be okay
All I know is you're here with me
Ooh-ooh, oh, oh-oh
Oh-oh-oh-oh-oh

Watch the sunrise as we're getting old, oh-oh
I can't describe, oh-oh
I wish I could live through every memory again
Just one more time before we float off in the wind
And all the time we spent waiting for the light to take us in
Have been the greatest moments of my life

I don't care how long it takes
As long as I'm with you, I've got a smile on my face
Save your tears, it'll be okay
You're here with me

Ooh-ooh, oh, oh-oh
Oh-oh-oh-oh-oh

I can't describe, oh-ohYou might also like2Embed"
13,5odlY52u43F5BjByhxg7wg,JVKE,golden hour,"TranslationsFrançaisEspañolPortuguês​golden hour Lyrics
It was just two lovers
Sittin' in the car, listening to Blonde, fallin' for each other
Pink and orange skies, feelin' super childish, no Donald Glover
Missed call from my mother
Like, ""Where you at tonight?""
Got no alibi

I was all alone with the love of my life
She's got glitter for skin
My radiant beam in the night
I don't need no light to see you
Shine
It's your golden hour (Oh-oh-oh)
You slow down time
In your golden hour (Oh-oh-oh)

We were just two lovers
Feet up on the dash, drivin' nowhere fast, burnin' through the summer
Radio on blast, make the moment last, she got solar power
Minutes feel like hours
She knew she was the baddest
Can you even imagine fallin' like I did?

For the love of my life
She's got glow on her face
A glorious look in her eyes
My angel of light
I was all alone with the love of my life
She's got glitter for skin
My radiant beam in the night
I don't need no light to see you

Shine
It's your golden hour (Oh-oh-oh)
You slow down time
In your golden hour (Oh-oh-oh)
You might also like14Embed"
14,0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,"TranslationsPortuguêsEspañolTürkçeFrançais中文NederlandsDeutschไทย / Phasa ThaiItalianoSvenskaУкраїнськаAnti-Hero Lyrics
I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift, all of the people
I've ghosted stand there in the room

I should not be left to my own devices
They come with prices and vices
I end up in crisis
(Tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
'Cause you got tired of my scheming
(For the last time)
It's me, hi
I'm the problem, it's me
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes, I feel like everybody is a sexy baby
And I'm a monster on the hill
Too big to hang out, slowly lurching toward your favorite city
Pierced through the heart, but never killed

Did you hear my covert narcissism I disguise as altruism
Like some kind of congressman?
(A tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
And life will lose all its meaning
(For the last time)

It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero
See Taylor Swift LiveGet tickets as low as $140You might also like
I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers 'round and reads it and then someone screams out
""She's laughing up at us from Hell""

It's me, hi
I'm the problem, it's me
It's me, hi
I'm the problem, it's me
It's me, hi
Everybody agrees, everybody agrees

It's me, hi (Hi)
I'm the problem, it's me (I'm the problem, it's me)
At teatime (Teatime), everybody agrees (Everybody agrees)
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero63Embed"
15,26b3oVLrRUaaybJulow9kz,Libianca,People,"People Lyrics
Oh-oh-oh-oh
Mhmm, mhmm
From Bamenda, it's Libianca
Oh-oh (A-yo, Mage, it's yo' beat)

I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?
Nobody wey know the paranoia oh
'Cause I put a smile on my face
A façade you can never face (Ooh)
And if you don't know me well, well, oh
You won't see how buried I am inside my grave
Inside my grave

'Cause you see peoplе, people, peoplе, people
Don't really know you
They don't really know you
'Cause you see people, people, people
They don't really know you
They don't really know—

I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?

Oh, holy father
Oh, holy father, I dey try fo hold my head
I say make you no leave me diko
Oh, holy father (Yeah-yeah)
Oh, make you try fo understand
Yahoo girl no dey for here
You might also like
'Cause you see people, people, people, people
Don't really know you (They don't really know you)
They don't really know you
'Cause you see people, people, people
They don't really know you (Mmm)
They don't really know—

I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?
I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?

I've been drinking more alcohol for the past five days
Did you check on me?1Embed"
16,5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,"Under the Influence Lyrics
Kido, Kido
K-K-Kido on the beat, better run it back

Fuckin' Robitussin
I don't know why this shit got me lazy right now, yeah
Can't do Percocets or Molly (Molly)
I'm turnin' one, tryna live it up here right, right, right

Baby, you can
Ride it, ooh, yeah
Bring it over to my place
And you be like
""Baby, who cares?""
But I know you care
Bring it over to my place
You don't know what you did, did to me
Your body lightweight, speaks to me
I don't know what you did, did to me
Your body lightweight, speaks to me

('Cane on it)
Yeah
Yeah (Yeah)

I can make it hurricane on it ('Cane on it)
Hunnid bands, make it rain on it (Rain on it)
Tie it up, put a chain on it (Chain on it)
Make you tattoo my name on it (Name on it), oh
Make you cry like a baby, yeah
Let's GoPro and make a video, yeah (Yeah)
Make you cry like a baby, yeah
Let's GoPro and make a video (Video)
Oh, yeah-yeah-yeah-yeah

Baby, you can
Ride it, ooh, yeah
Bring it over to my place
And you be like
""Baby, who cares?""
But I know you care
Bring it over to my place
You don't know what you did, did to me
Your body lightweight, speaks to me
I don't know what you did, did to me
Your body lightweight, speaks to me

('Cane on it)
('Cane on it)
('Cane on it)

Baby, you can
Ride it, ooh, yeah
(Molly, Molly)
And you be like
""Baby, who cares?""
But I know you care
(Molly, Molly)See Chris Brown LiveGet tickets as low as $42You might also like13Embed"
17,4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,"I Ain’t Worried Lyrics
I don't know what you've been told
But time is running out, no need to take it slow
I'm stepping to you toe-to-toe
I should be scared, honey, maybe so

But I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below
I ain't worried 'bout it
I ain't worried 'bout it (Hey)

I don't know what you've been told
But time is running out so spend it like it's gold
I'm living like I'm nine-zeros
Got no regrets even when I am broke (Yeah)
I'm at my best when I got something I'm wanting to steal
Way too busy for them problems and problems to feel (Yeah, yeah)
No stressing, just obsessing with sealing the deal
I'll take it in and let it go

But I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below

I ain't worried 'bout it
I ain't worried 'bout it (Hey)

Ooh, I ain't worried
Ooh, oh, no, no
See OneRepublic LiveGet tickets as low as $69You might also like
I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below

I ain't worried 'bout it (Ooh, hey)
I ain't worried 'bout it (Ooh, hey)

I ain't worried 'bout it4Embed"
18,7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,"TranslationsEnglishEspañolРусскийPortuguêsFrançaisItalianoDeutschThe Weeknd - Starboy ft. Daft Punk (Türkçe Çeviri) Lyrics
Seni en kötü ruh haline sokmaya çalışıyorum, ah
P1 arabam senin kilise ayakkabılarından daha temiz, ah*
Ona verdiğim bir nokta iki milyon dolar sadece canını yakmak içindi, ah
Tüm sahip olduğum Lamborghini'ler sadece seni kızdırmak için, ah
Bu arabaların hiçbiri kiralık değil, ah
Senin yıllık kazancını bir haftada kazanırım, ah
Birinci sürtüğüm senin liginde değil, ah
İkinci sürtüğüm de senin liginde değil, ah

Ev çok boş, ortaya bir şey lazım
Bu yüzden abanoz ağacından kesilmiş, yirmi bin dolarlık bir masa koydum
Bebeğim o masanın üzerinde kokainleri sıralara ayırıyor
Sonra burnu ile temizliyor, adamım, bebeğimi seviyorum
Hep paran hakkında konuşuyorsun, işitme cihazına ihtiyacın var
Benim hakkımda konuşuyorsun, üzerimde gölge göremiyorum
Tarzımı değiştirip, her şekile girerim
İçkimi yenileyip, her acıyı dindiririm
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'um
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'um

Her gün zencinin teki beni sınamaya çalışıyor, ah
Her gün zencinin teki sonumu getirmeye çalışıyor, ah
Roadster SV arabamın içindeyim kenara çekmişim, ah
Ceplerim aşırı dolu ağırlaşıyor, ah
Kralın peşinden geliyorsun, bu senin için çok uzun bir mesafe, ah
Ben hayata sonbaharda gelirim, ah
Kimseyle rekabet etmem, hiç kulak asmam
Mavi Mulsanne, arabamın içinde New Edition çalıyorum

Ev çok boş, ortaya bir şey lazım
Bu yüzden abanoz ağacından kesilmiş, yirmi bin dolarlık bir masa koydum
Bebeğim o masanın üzerinde kokainleri sıralara ayırıyor
Sonra burnu ile temizliyor, adamım, bebeğimi seviyorum
Hep paran hakkında konuşuyorsun, işitme cihazına ihtiyacın var
Benim hakkımda konuşuyorsun, üzerimde gölge göremiyorum
Tarzımı değiştirip, her şekile girerim
İçkimi yenileyip, her acıyı dindiririm
You might also like
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'um
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'um

Brad Pitt'i rahat bırak zenci
Legend of the fall* yılı tıpkı bir eşkiya gibi ele geçirdi
Anneme yeni bir ev ve yepyeni bir Mercedes aldım
O markete gidince savurgan duruyor
Arabamın Star Trek II'deki gibi bir tavanı var
Kızlar bu şarkıyı duyduklarında kendinden geçiyorlar
Hız göstergesindeki 100 beni Tanrı'ya daha da yakınlaştırıyor
Biz aşk için dua etmeyiz, sadece arabalar için dua ederiz

Ev çok boş, ortaya bir şey lazım
Bu yüzden abanoz ağacından kesilmiş, yirmi bin dolarlık bir masa koydum
Bebeğim o masanın üzerinde kokainleri sıralara ayırıyor
Sonra burnu ile temizliyor, adamım, bebeğimi seviyorum
Hep paran hakkında konuşuyorsun, işitme cihazına ihtiyacın var
Benim hakkımda konuşuyorsun, üzerimde gölge göremiyorum
Tarzımı değiştirip, her şekile girerim
İçkimi yenileyip, her acıyı dindiririm
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'um
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'um
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'um
Şu yaptığınıza bir bakın
Ben lanet olası bir Starboy'umEmbed"
19,4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,"TranslationsEspañolPortuguêsSnooze Lyrics
Ooh
I think I know

I'll touch that fire for you
I do that three, four times again, I testify for you
I told that lie, I'd kill that bitch
I do what all of them around you scared to do, I'm not
Long as you juggin' out here for me, I got it
Mobbin', schemin', lootin', hide your bodies
Long as you dreamin' 'bout me, ain't no problem
I don't got nobody, just with you right now
Tell the truth, I look better under you
I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do
I can't lose when I'm with you
I can't just snooze and miss the moment
You just too important
Nobody do body like you do, you do

In a droptop ride with you, I feel like Scarface (Scarface)
Like that white bitch with the bob, I'll be your main one (Your main one)
Lеt's take this argument back up to my place (My placе)
Sex remind you I'm nonviolent, I'm your day one (Day one)
We ain't have shit yet, it was magic, yeah
Smash and grab shit, yeah
Nasty habits take a hold when you not here
Ain't a home when you not here
Hard to grow when you not here, I'm sayin'

I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do
I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do, you do
See SZA LiveGet tickets as low as $109You might also like
Main one ridin'
How you frontin' on me and I'm the main one tryin'?
How you blame it on me and you the main one lyin'?
How you threatenin' to leave and I'm the main one cryin'?
Just tryna be your everything
Main one ridin'
How you frontin' on me and I'm the main one tryin'?
How you blame it on me and you the main one lyin'?
How you threatenin' to leave and I'm the main one cryin'?

I can't lose when I'm with you (Like you, like you)
How can I snooze and miss the moment? (Like you)
You just too important
Nobody do body like you do
I can't lose when I'm with you (Like you)
How can I snooze and miss the moment? (Like you)
You just too important
Nobody do body like you do, you do

Nah, nah, nah, nah
I think I know, woah
See, no, I can't lose, oh
I think I know, oh11Embed"
20,6jRZ33ifS5VOTMwmPxhPhN,"Luck Ra, La K'onga, Ke Personajes",Ya No Vuelvas,None
21,1eIDsKCLwZF6CJK8pOgHX5,"BM, Phontana",M.A,"Couvre Feu Lyrics

Eh, Raid
Eh! huh!

Achmen rap a zebbi 3lach kadwiw ntouma
Ki l97ab katrappiw 3la drouba wel 7ouma mehmouma
9ette3 rkhiss f Jet4you, jay for you
Bach nfori l'vise li f rwippat fihom la période
Baghi t'beefa m3a usine d préfa'
L'béton f rimat kansifet l'pavé zayed f Yafa
Li bgha y'beefini fennih yferr te7to forno
Ndiro salade f buffet sir 3ellah tle9 chrono
Fellous jme3 Yakuza mder7a ydir hayt jdid
Fellous galihom aji nbano zaydine naghza fel Maghrib
Ndiro chi clip netjaraw ki B13, nbrakiw chi banka cheftha f Casa De Papel
Net7errech bik f tram Anoual, b3id l'métro d Japon
Sowwel 3echranek wlad l'C.O.C, aygoulik 3endi l'cock fat
Fatman-bombe had titre l'carrière mchat
Tzerra w 3emmer studio b bouzеbbal ki dar Pinkman
(Salam salut!) Koun zedti: ""Ya banat"" anzido nеt2ekdo rak nta Addouma f had rrap
Épiler l'7еjban, meryoula tbat b CP w jwan
W f sba7 tchedd toubiss 6 w tgoulihom biytouni f Rabat
7ayed twang w aji ndakro, rani f rrap misogyne
Wila chi dker b'ba9lo w dkerni ghaylgani fel 7ine
Kaber b t9e7bine Mezzika w Rotana Zamane
Tferrej fel Hajjan w tle3 jasous dyal Llah ye7sen l3wan
Machi ilah d rrap, nsemmiwk Inanna ilah l97ab
B dik l'bandana, sir mettel f ""Men Dar l Dar""
Sadi9i l'bourto9al da7ika li wa 9al
Nhezz derbouka w neddem chi ri7la l wlad l'quatrième
3ellah ti7 f chi 9assira w zokk'ha kber men l'carrière
Ra tnakt tnakt 3la rap, nhar t7ello les barrières
20/20 f terjama bayna moujtahid
3refnak weld lwe9t w katen9el akhir say7a f States
You might also like
Akhir say7a f States, chti?!
(Sadi9i l'bourto9al da7ika li wa 9al ana 7olwon 3assal)

Ey! derna barbelés memnou3 dokhol li rasso morabba3
Montakhab rrap li ghaymchi l Olympiades d l'maths
7na ma 9wawid l'balatt, ma 20 Chabat
L'Ard dayra wella plate l'Maghrib 7ofra dilate
Ki Ponce Pilate ghan7akmek wakha tkoun nbi
W dak rap d ""Deux Points"" hya li ghatjib koun 9riti 3endi
Moussi9t Garage Allal ki t9acher fel bric-à-brac
W ch7al men statut d weld 3icha wella punch f track
Rak ghi Bilal trecylcla w tle3ti Bilal Hassani
Mloopiya l7ennana, semmi chi titre mama 7wawni
W rap l3awatif ra kanboulou 3la zzamel bouh
3endna mawa9if, 7na l'Maghrib b khrah n7ettoh
Jomhourkom ghi s7abat tiz w Wallah yenkhichi
Kanrappi li soutena thèse yena9echni : ""hna zappiti""
Ra 7ram ytle9 R3ida f soirée 3amra 97ab
Ndouz f story Snap b7al chi cadeau msiftou 7awli ba3
Rwippat Instagram, tahani wel bar9iyat
Kolla fête 3ach sidi, mkhelta AdSense w CDG
S7ab nidal, galbouha egotrip  bant mimi
Kolchi ra7 w b9a li 9lawih n7as m7ami kolchi
Wila chi 7or f had l'blad ana wel 9illa fa9at
Nta be3da ghi 3abd, wakhed men l7oriya ghi la9ab
7ett topline w tleb ya Rebbi te3jeb Ahizoune
Assifoun 3la 7al rap, li wella ydouz m3a nejma 2
Vacanssiya dekhlo l rap, m9lzin trami f'table l'billard
Wech cousin, 200 f sacocha
Bnadem serrat drogue 7faw lih f zekko patanat
La3ebha mafieusi f Rotterdam tgol f f'Pachuca
F'3om9 lmiyah kanrappi, 7selto fel kachkoucha
Truffe d'albe R3ida machi trfaz Chtouka
Rappi durable, stehlek w khellih l 7fadek f long terme
W hit sayf, sme3 chte7 w nsah 7it baliverne
Tanbraki, wellah tanbarki
Ila cheftini goddamk, 7ayed tri9
Wellah tanbarki

Yo, snine hadi calme, 7di kerrek ra Pentanal
Ki Tokarev 3yit men sda3, w bghit ghi ra7t lbal
Dfent R3ida, tle3 f9ebri ghi zegoum w chouk
Sala lkhouf nhar sebbe7t 3la btana f tri9 rawd
Ma tgoullich 7bass, katbanli ki Saad ou Dounia
Ghi 7eggar f'Suissera (lhabss) ydiro lik lkhamiya
Kif tcheddina, kif b9ina, hanya 3endna dounya
Ra rassi khawi b'llile, ki mokhatatate tanmiya
Achmen jemhour, achmen fan, ghi 3bid les marionnettes
Raddo rap fra9i, w daro ultra l7iya7a f l'internet
Kif bghiti yfehmoni fblad déjà na9ss'ha ta3lim
Wakha fhamt ma kaynch m3amen... mazal zayd fih
Khay Tanjawi 3ref dekchi lli tem ra machi rap
Wach darori ngollek ""hayda"" 3ad t3melli subscribe
Ra ki chamal ki dakhil, l9wawid partout f l'Maghrib
Rwappa ghi 10, w lba9i moraha9a f'YouTube
Ta rap f'Casa, kif tabac f'Casa
9lil Neuchâtel, ki l'Inko l'Fat w Al Nasser
3endi malak f dmagh b l7e9 chwiya dasser
3aref gha y3tik jwane7 yjibk 3la kerrek
Machi mkteb ddebt bach nssemmi f had track
Ra 3lik nta, w 7ta nta 3endna hna ma kayen 2isstitina2
Ma kayen jabr ddarar, sir chki fdiwan lmadalim
Wila makfakch rap, ji labss caleçon w nti7o f'ring
Machi disstrack, diss vitesse had track
Décalaminage l rap, ghaya lila yetne9a dmagh
7ssit bik jak choque, kifach Raid dkhel f'beef?
B7alla kenti ghadi 6eme w dwezti nichan l'R
Rap khototo, khoroto, mssam3iya, w Ounounou
Kolla ye7di tebbounou, w jay à bonheur
Rap ma kaynech poto, klmat l7a9 tgal
Décompressé Raid 7elliti bab Jahannam
Wa lga
(Ra kan9sed bnadem ana
Ra ma fiyach had ...
Ra makn.. makan.. makand7ekch)
Huh! sme3

Darouri w mo2akkad, 9ra notice 3ad ste3mel
Stacher l'psychiatre, ghatfhem ghatnoud thellel
Be3d rappi 3el sghar, khyar khezno f chi mjar
Memnou3 tsougo 3endak tkoun l9wada allérgique
Ra lfenn twedder w tlef f had ro93a men lkawkab
W cherraf li khass ydir l'guide 3ad jahom lle3b
Ra f ton âge khassek tkoun tsenna bentek f bab la crèche
Wel madame mjerjrak l Istanbul tezre3 ch3er
Thermomètre wassat lmaydan d rrap b loght Cherrat
Be3da fel clipat zéro lemsa kolchi tay7 3la Cut paste
Ra wakha tclipi b BM, ra 3chak ghir besla w B.M
Ra kolkom katkhetmouha f lil ki Lemssassi f DM
Aha lyam, derto rrap fond de teint kolkom standard
3endkom front 3red men les tentes d'Frente popular
Ghir copie dak l'étendard 30 doura b rap officiel
Kanzel l'YouTube m3aya l7nach ghir 7awwil 7awwil
Doukha teb9a mwedder bin lbarlaman w nayeb l3am
Bine l'barman w mol rayeb li goddam 3inina w 3ilm lghayb
3endna l97ab hna, 3endna al9ab 7na
F msissa trap l'beldi w Yed l7enna tgoul 97ab 7na ra 97ab 7na
S7ab chômage ki lkhnouna las9ine f zgheb nnif
Rap wella kanif, tkheltat fih men kolla loun w tif
Jay nhar li tchouf Fintness clasha Cheb l'Bennij
Mellouli wa7ed f siba7a champion machi trekmij
Had titre 7adr tijwal, sret lsano ga3 ma chefnah
7ta li khaf khella messagi m3elle9 fel boite vocale
Ra s3ib f react, tkhaf teghlet w tban 7mar
La ma dbetich choghlek, ghatban katsurfi b7al Slimi Manar
Lila ktebna l'préface, bach n7etkom ghir fel cadre
Sursis o f7alt l3aWd , nflexi 3la zamel bokom l'bras
Ras kla riz, w tconstipa 3ad ja
Wana jay 3ewwal 3el l7wa, l9it lkhra

Wa mii
Ya Rebbi nkoun gha ken7lem...

Mou3alim kaddir rrap, titre na3ess serf w te7wil
Seb3 snaye3 w 3emrek daye3, w tji 3lina t9iya
Nefs thème, nefs lyrics l'cassetta mloopya
Dak lghna d bghina l'phosphates, bghina l7oriya
Nta bekkay f Croco-parc tle3ti hypocrite
Wakel l'ghella w tsebb l'mella b7al Skyler White
Anti-système kifach w rez9ek men khzint l'blad
Nta ghi 9e7ba dart wlad, ma skhitich bzellal (yak)
Analphabète 9riti jouj ktoub l3ebtiha Dawkins
Chad dik ligne baghi tchekkek nnas f ddine (Ze3ma)

W 7it 3aref ga3 ila jawebto ma ghatfay9ouni men n3ass
Lahoma nclashi rassi6Embed"
