,track_id,artist_names,track_name,lyrics
269,0i9RysNKssk6syOrKDX3U2,"Gazo, Tiakola",FLEURS (feat. Tiakola),"FLEURS Lyrics

Mmh-mmh-mmh-mmh-mmh
Eh
Mmh-mmh-mmh-mmh-mmh
Bah ouais
Mmh-mmh-mmh-mmh-mmh
Hey
Bah ouais
Ouais, ouais
Bah ouais
Hey
J'ai pris différentes gues-dro, j'arrive même plus à t'guer-dra
Faut qu'on finisse sous tes draps (Faut qu'on finisse sous tes draps)
Trop défoncé, j'suis sous codéine, j'sens plus mon cœur, j'sens plus mon pouls
J'ai trop d'haine pour te faire l'amour (On mélange la haine et l'sexe)
On l'f'ra si on s'revoit à n'importe quel moment, à n'importe quel endroit (Et j's'rai dispo' que le soir)
Trop défoncé, j'suis sous codéine, j'sens plus mon cœur, j'sens plus mon pouls
J'sens qu'j'me rapproche de la mort (Ah-ah-ah-ah)

Tellement ma guе-dro m'guérit, médicinale est ma beugеuh
J'ai des Gazo qui sont partis (Grr), j'dois aller déposer des fleurs (Fleurs)
De l'intérieur, ça me détruit, tellement qu'j'arrive plus à pleurer
Pull up au-d'ssus de la ceinture, crois-moi, c'est pas pour effleurer, nan (Nan)
Eh (Eh), jusqu'à c'que j'ai plus mal (Plus mal)
J'me ressers et je bois (Je bois), tous mes sentiments, je noie (Eh, eh)
Lean dans ma baignoire (Géniale), Glock sous mon peignoir (Grr)
Fonce-dé mais j'me roule un joint (J'me roule un stick)

J'suis loin, loin
Aujourd'hui, elle s'rappelle de moi (Elle s'rappelle de moi)
Hey, de moi, moi

Laisser des fleurs ou des balles, du ro'-ro' pour la médaille
Vivons comme Bonnie and Clyde, avant qu'la mort nous sépare
Des ennemis, on s'épargne (Charger mon cœur et le flingue)
Je récupère et je fly et j'y vois flou au volant
Perdu du temps et d'l'argent, on devient fou et violent, bienvenue dans la violence, hey
Tic-tac, millions d'euros, tic-tac
Diamants, Rolex, tic-tac, charbon, j'suis frais, tic-tac
Elle veut qu'on s'capte car elle aime pas que j'lui dise : ""J'te rappelle""
Tu me demandes c'que j'ai eu, c'est la rue qui m'a laissé ses séquelles (Yah)
You might also like
C'est qu'une histoire de train d'vie (Yah), c'est qu'une histoire de train d'vie
C'est qu'une histoire de train d'vie (Yah), baby, c'est qu'une histoire de train d'vie
C'est qu'une histoire de train d'vie (Yah), c'est qu'une histoire de train d'vie
C'est qu'une histoire de train d'vie (Yah), c'est qu'une histoire de train d'vie, baby (Hey)

J'ai pris différentes gues-dro, j'arrive même plus à t'guer-dra
Faut qu'on finisse sous tes draps (Faut qu'on finisse sous tes draps)
Trop défoncé, j'suis sous codéine, j'sens plus mon cœur, j'sens plus mon pouls
J'ai trop d'haine pour te faire l'amour (On mélange la haine et l'sexe)
On l'f'ra si on s'revoit à n'importe quel moment, à n'importe quel endroit (Et j's'rai dispo' que le soir)
Trop défoncé, j'suis sous codéine, j'sens plus mon cœur, j'sens plus mon pouls
J'sens qu'j'me rapproche de la mort (Ah-ah-ah-ah)

Ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah
J'ai pris différentes gues-dro, j'arrive même plus à t'guer-dra
Faut qu'j'finisse sous tes draps, hey
On l'fera si on s'revoit à n'importe quel moment, à n'importe quel endroit1Embed"
270,7A2DyRIqqelhZ4caPJMaFI,Favé,Urus,"Urus Lyrics

MB on the track
Bad bitch voudrait qu'on s'accorde ('corde)
Que j'm'occupe de son corps (Corps)

J'veux péter l'Urus pour l'instant sur la ligne H (Vroum, vroum)
J'vais la rendre heureuse, faut juste pas qu'elle me demande mon âge (Nan, nan)
Problèmes j'accumule, j'me console avec du cash (Mmh-mmh)
Si j'fais les choses biens, tu verras jamais Favé sous gaz (Yeah, yeah)
J'réponds pas aux gars, là, j'dois chanter ma peine, j'arrive au studio, c'est l'micro qui m'appelle
J'me cale à la casa, j'me tue à la Play' mais j'vais pas m'reposer tant qu'j'ai pas eu ma paye (Grr, rah)
De Paname à Saint-Leu, négro, j'fais des A/R, à peine j'commence un truc, direct, ça repart
Archi-déterminé, p't-être que j'en ai pas l'air mais j'sais qu'j'vais faire un truc dans l'pe-ra qui marque
J'encaisse deux balles, j'remplis ma sacoche, j'ai fini l'taf (J'ai fini l'boulot)
Et rien qu'ils parlent, ils crachent sur mon dos, ces cons sont pas vrais (Ces cons sont fakes)
Elle veut qu'on parte mais j'dois encaisser, recompter l'cash (Recompter l'papel)
J'ai pas b'soin d'toi, si tu veux partir, bah j'te laisse tailler (Oh-oh-oh)

Les basses à fond, elles m'font kiffer la mélodie (La mélodie)
T'as voulu m'prendre pour un con, j't'avais rodave mais j'te l'avais pas dit (Nan, nan)
Sur qui compter ? J'sais plus, des faux, y en a des dizaines
Il m'arrive que des galères en c'moment, l'impression que j'suis maudit (Mmh-mmh)

Bad bitch voudrait qu'on s'accorde (Mmh), que j'm'occupe de son corps (Mmh)
Trop d'choses qui passent avant toi (Mmh), déjà, faudrait qu'on s'en sorte (Mmh)
Bad bitch voudrait qu'on s'accorde (Mmh), que j'm'occupe de son corps (Mmh)
Trop d'choses qui passent avant toi (Mmh), déjà, faudrait qu'on s'en sorte

Les crocs, j'veux manger, c'est mort, j'recule pas d'vant l'danger
J'me pète le vide, j'fais du gras, t'es mon re-frè, direct, moi, j'te donne quand j'ai
Studio, j'rec pour survivre donc toi, viens même pas m'parler d'congé
Fuck un schmitt, fuck un keuf qui réveille ma daronne, gros, fuck les condés
J'veux du ro'-ro', pas d'bénévolat, sur Paris, y a des sous à faire
Un moment qu'j'suis prêt pour l'décollage, j'bosse à fond, faut pas que j'me perde
Y a des moments, y a moins d'envie, par moment, j'me ressens moins vivre
J'ai tellement gratté le fond d'mes poches, c'est l'vide que j'ai pris comme appui
You might also like
J'encaisse deux balles, j'remplis ma sacoche, j'ai fini l'taf (J'ai fini l'boulot)
Et rien qu'ils parlent, ils crachent sur mon dos, ces cons sont pas vrais (Ces cons sont fakes)
Elle veut qu'on parte mais j'dois encaisser, recompter l'cash (Recompter l'papel)
J'ai pas b'soin d'toi, si tu veux partir, bah j'te laisse tailler (Oh-oh-oh, eh)

Les basses à fond, elles m'font kiffer la mélodie (La mélodie)
T'as voulu m'prendre pour un con, j't'avais rodave mais j'te l'avais pas dit (Nan, nan)
Sur qui compter ? J'sais plus, des faux, y en a des dizaines
Il m'arrive que des galères en c'moment, l'impression que j'suis maudit (Mmh-mmh)

Bad bitch voudrait qu'on s'accorde (Mmh), que j'm'occupe de son corps (Mmh)
Trop d'choses qui passent avant toi (Mmh), déjà, faudrait qu'on s'en sorte (Mmh)
Bad bitch voudrait qu'on s'accorde (Mmh), que j'm'occupe de son corps (Mmh)
Trop d'choses qui passent avant toi (Mmh), déjà, faudrait qu'on s'en sorte (Mmh)

Mmh, mmh, mmh
MB on the track
Mmh, mmh, mmh2Embed"
271,4serT1J6lu8eTsMMG9VhF8,"Aya Nakamura, Tiakola",Cadeau (feat. Tiakola),"TranslationsEnglishCadeau Lyrics

Hum
Di, di-di, di-di-di-di, di-di-di-di
Shiruken Music
Yeah, yeah

C'est comment ? Comment on fait ? Tu sais comment, comment faire
Tout sur moi, t'as commenté, on dirait qu't'es fasciné
J'me fous d'tes commentaires (De loin), je sais que t'es faible (Ouais)
Toi, t'aimes trop la chair (Oh-oh), j'me méfie, mon cher (J'me méfie, mon cher)
Enlover, mon cœur il veut enlover (Enlover), pas si vite, ça a pas commencé
Ah, cadeau, il me voulait cadeau
Ah, cadeau, il me voulait cadeau
Il faut doser (Il faut doser), chéri, faut doser (Faut doser)
Il faut doser (Faut doser), chéri, faut doser (Faut doser, cadeau)

Et j'sais même plus comment faut s'y prendre pour lui offrir un cadeau, qu'elle m'fasse un câlin
Il faut éliminer ces microbes qui sont en manque de buzz et qui nous cherchent des palabres
Quand tes yeux sont rivés sur oi-m, tu sais, j'ai du mal à m'exprimer (Oh non)
Et ces bâtards se prennent pour des G alors qu'ils ne peuvent pas t'assumer

À la fin, tu leur disais : ""Basta"" (Basta), j'leur ai dit : ""Basta""
Toi, t'étais pas trop concentré, t'étais pas concentré

Ah, cadeau (Cadeau), il me voulait cadeau (Cadeau)
Ah, cadeau (Ah-ah-ah), il me voulait cadeau
Il faut doser (Faut doser), chéri, faut doser (Faut doser)
Il faut doser (Il faut doser), chéri, faut doser (Il faut doser)

Tu t'plains ? Bah, dis donc (Dis donc), fallait réfléchir avant (Avant)
Igo, c'est plus évident (Yeah), bah ouais, moi, j'suis plus dedans
Igo, igo (Igo), faut qu'on s'écoute, faut qu'on s'pose (Faut qu'on s'pose)
Oublie pas quand tu m'tournais l'dos (Tournais l'dos)
Fallait réfléchir avant (Avant)
You might also like
""Basta"", j't'avais dit : ""Basta""
Toi, t'étais pas trop concentré, t'étais pas concentré

Ah, cadeau (Cadeau), il me voulait cadeau (Cadeau)
Ah, cadeau (Ah-ah-ah), il me voulait cadeau (Yeah, yeah, yeah)
Il faut doser (Faut doser), chéri, faut doser (Il faut doser)
Il faut doser (Il faut doser), chéri, faut doser (Il faut doser)

Il faut doser (Faut doser)
Il faut doser (Il faut doser)
Il faut doser (Faut doser)
Il faut doser (Il faut doser)
Di, di-di, di-di-di-di, di-di-di-di
Yeah, yeahEmbed"
272,3NzxPt9QFCTsFBQ0wPVTDe,Maes,Galactic,"Galactic Lyrics

Boumi'
You know I don't like to do that

J'suis arrivé en bus, j'repars en B.M, (La) la frappe ti-par comme BN
La mi-temps, c'est à 6 P.M, que des vrais colis en DM
J'hésite entre Urus et X6 M, j't'allume si t'es XXL
Les keufs ont tout en pixels, le kil' descend par Bruxelles
J'suis jamais l'bienvenue dans leurs partys, l'oseille d'la musique mal réparti
C'est pas des vaillants donc j'suis parti, Omerta Records : j'ouvre label
Il m'faut les ventes en physiques d’Passi, que des grands ensembles comme à Massy
L'herbe ne pousse plus là où j'suis passé, j'allume au Glock, j'me fais la belle
J'encule ma peur
Broliqué, j'ai pas d'cœur, j'enchaîne les temps pleins jusqu'à pas d'heure
9M toujours présent (Clic, clic, clic, clic)
Plus j'avance et plus j'deviens méchant (Clic, clic, clic, clic)
J'en-, j'encule ma peur
Br-broliqué, j'ai pas d'cœur, j'sors la vengeance du congélateur
Si j't'ai mis dans le collimateur, j'appuie trois fois sur la gâchette (Clic, clic, clic)
On va parler d'toi à l'imparfait (Qui s'implique, 'plique, 'plique)

Faut éviter les paluches et l'ADN, sang de l'ennemi sur la TN
Y a deux ffres-chi sur la pei-eine, y a sept ffres-chi sur la pa-aye
Elle a senti l'oseille, elle veut qu'j'la ke-en, (J'ai la) j'ai la coca' dominicaine
J'ai deux voitures, une pour l'week-end, six balles l'loyer, pas d'APL
C'est nous la ur-e, ils ont jamais côtoyé l'bendo (Bendo)
Y a qu'de l'autre côté d'la caisse qu'ils touchent héro', bédo
J'ai plus confiance en l'humain, j'vois que des yeux comme chez Fendi
J'ai confiance KB9, Camavinga, Ferland Mendy

J'encule ma peur
Broliqué, j'ai pas d'cœur, j'enchaîne les temps pleins jusqu'à pas d'heure
9M toujours présent (Clic, clic, clic, clic)
Plus j'avance et plus j'deviens méchant (Clic, clic, clic, clic)
J'en-, j'encule ma peur
Br-broliqué, j'ai pas d'cœur, j'sors la vengeance du congélateur
Si j't'ai mis dans le collimateur, j'appuie trois fois sur la gâchette (Clic, clic, clic)
On va parler d'toi à l'imparfait (Qui s'implique, 'plique, 'plique)You might also likeEmbed"
273,38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),"Lil Nas X - STAR WALKIN’ (League of Legends Worlds Anthem) (中文翻译) Lyrics
只要我尚存一息 就莫要说我一败涂地
与月光赛跑 我正倍道而进
我正朝着繁星的方向 已为远航准备就绪
我正星际漫步
只要我尚存一息 就莫要说已前功尽弃
与月光赛跑 我正倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星光之上

肩负高空飞升之使命
我深知 我将因追寻我并非渴望的生活 而赴汤蹈火
未曾听从回复 曾也从智者身上汲取教训
你永远都不应该 听从未曾实践之人的建议
他们说我绝对无法开拓新机
他们说我永远无法望见光明
这便是为何 我每次都得摒除一切杂念

只要我尚存一息 就莫要说我一败涂地
与月光赛跑 我倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星光之上
只要我尚存一息 就莫要说已前功尽弃
与月光赛跑 我倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星路之上

自我母亲将我生出时 就未曾改变
感谢上帝 感谢父亲未曾担起责任
证明他们大错特错 这种事好似习以为常
为何敬奉英雄 你明明能够与之联盟 (加入他们)
这些伙计都不喜欢我 他们不爱我
或许他们是想与我斗争
战啊 那就来一探究竟 争个你输我赢
他们曾将我尽数贬低 可我未曾痛哭
为何选择了我
智者这样说道
You might also like
莫要将价值耗费于 难以付诸行动之人
他们说我绝对无法开拓新机
他们说我永远无法望见光明
这便是为何 我每次都得将一切杂念摒除而尽

只要我还有一口气 就莫要说我一败涂地
与月光赛跑 我加速向前
我朝着繁星的方向 已为远航准备就绪
我正漫步于星路之上
只要我尚存一息 就莫要说我满盘皆输
与月光赛跑 我加速向前
我朝着繁星的方向 已为远航准备就绪
我正漫步星上

只要我尚存一息 就莫要说我一败如水
与月光赛跑 我倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星路之上Embed"
274,3ejjmzEsUfObGdmmQRVmM2,"Niro, ElGrandeToto",Qui sait ? (feat. ElGrandeToto),"Qui sait ? Lyrics

Ambition Music
Voluptyk

C'est d'la faute à la Beluga et c'est la faute à la Ruinart si ce soir on leur fait rwina
Et bientôt, on reprend Palerme, N.I.R.O, Provenzano, ElGrandeToto Riina
On leur crée des dommages, ils parlent de stories normal, comme si leur daronne était là
J'ai grandi dans les favelas, tu m'fais le gros de Marbella, allez nique-moi ta mère de là, eh
Noche danger west l'mdina, tassa, Marie-Jeanne f yeddina, naqsana gha l'carabina
Ga3 ma tchofna 3la rkabina, mеntalité, comportement, N.I.R.O, Toto Riina
Jay men tiеks anormal, l'crimi 3endi normal même quand la daronne était là
Bambino weld l'favela, que des vero marocchino, fin ma mchina nayda rwina
On va s'relever, qui sait ?
W ana sbabi l'kissan
On va s'relever, qui sait ?
Kannessi f ma misère

Ils pourront pas dire qu'c'est pas mérité (ils pourront jamais l'faire)
Ils peuvent pas dire qu'c'est pas mérité (ils pourront jamais l'faire)
J'ai noyé mon cœur, il est resté à la cité
Il est resté à la cité
Ici, on a tous khalass des jours d'ITT
Tous khalass des jours d'ITT
La rue, quand ils y allaient, on y était
Quand ils y allaient, on y était
Berzettini, là, j'suis pété
S7ablek gha plan d'été
3la weddek sbe7t ana endetté
Donc, viens pas m'embêter
Semmitek f iPhoni ""mon bébé""
Semmitek ""mon bébé""
3la weddek sbe7t ana endetté
Donc, viens pas m'embêter

On va s'relever, qui sait ?
W ana sbabi l'kissan
On va s'relever, qui sait ?
Kannessi f ma misère
You might also like
Tu connaissais pas vraiment ma folie, tu m'as follow, tu m'as connu, tu m'as aimé bessif
J'ai du roro sur mon disque et sur ma Rollie, pourtant j'ai grandi au bled avec des serraq zit
Bébé tu connaissais pas vraiment ma folie, tu m'as follow, tu m'as connu, tu m'as aimé bessif
J'ai du roro sur mon disque et sur ma Rollie, pourtant j'ai grandi au bled avec des serraq zit
Bébé tu connaissais pas vraiment ma folie, tu m'as follow, tu m'as connu, tu m'as aimé bessif
J'ai du roro sur mon disque et sur ma Rollie, pourtant j'ai grandi au bled avec des serraq zitEmbed"
275,5HavMB9WGE33KK6NL8XjXl,Maes,Fetty Wap,"Fetty Wap Lyrics

HRNN to the top, man

Les keufs viennent péter à six du mat' (Du mat', du mat')
Bélier devant la porte, j'garde un œil ouvert comme Fetty Wap (Fetty Wap, Fetty Wap)
Bats les couilles si j'ai tort, j'ai toujours raison, calibre sur oi-m
I-I-Ils ont pas pour l'apport, pas d'quoi investir sur l'kilo d'one
Faut taper direct dans l'nid d'termites, t'laisser, j'peux plus m'permettre
7.62, lunette thermique (Thermique), j'atteins à plus d'cent mètres
J'suis en gros bolide, j'ai plus d'permis (Permis)
Bеau-Beau-Beaudottes ou Patеrnelle, ça sort Kalash', ça fume la weed (La weed, la weed)
Psch, psch, psch, j'ai deux silencieux comme John Wick
Détailler des kilos d'beuh, détailler des kilos d'C, pour nous, c'est la même
De l'OPJ aux baqueux, en passant par l'îlotier, va niquer ta mère
On éteint avec le feu, on allume avec le fer, pour nous, c'est la même
De l'OPJ aux baqueux, en passant par l'îlotier, va niquer ta mère

Des-des-des de Funès qui jouent les Tony Montana
J'les ai vus naître, j'étais d'jà dans Marijuana
J'suis collé à l'appuie-tête, toit est ouvrant, j'suis sous canna'
J'ai d'la zipette de couleur Hannah Montana

J'fume un gros pilon de Ketama ('tama, 'tama)
J'sais d'jà c'que j'ai à faire, y a deux-trois kilos, un katana *bruit d'un dégainement de katana*
J'récupère les affaires, j'vais tout déposer chez la nana (Nana, nana)
Bien sûr que j'me ressers, j'bédave la be-her goût banana
Il m'faut des lovés, des livres sterling (Sterling, sterling)
M'faire péter, j'peux plus m'permettre
Quand j'les vois, j'cours comme Raheem Sterling (Sterling)
J'suis cramé dans l'périmètre, y a six-cent chevaux dans la berline
Vingt, vingt, vingt-deux pouces de diamètre, on commence boulot et on l'termine
Psch, psch, psch, j'ai deux silencieux comme John Wick

Détailler des kilos d'beuh, détailler des kilos d'C, pour nous, c'est la même
De l'OPJ aux baqueux, en passant par l'îlotier, va niquer ta mère
On éteint avec le feu, on allume avec le fer, pour nous, c'est la même
De l'OPJ aux baqueux, en passant par l'îlotier, va niquer ta mère
You might also like
Des-des-des de Funès qui jouent les Tony Montana
J'les ai vus naître, j'étais d'jà dans Marijuana
J'suis collé à l'appuie-tête, toit est ouvrant, j'suis sous canna'
J'ai d'la zipette de couleur Hannah Montana
Des-des-des de Funès qui jouent les Tony Montana
J'les ai vus naître, j'étais d'jà dans Marijuana
J'suis collé à l'appuie-tête, toit est ouvrant, j'suis sous canna'
J'ai d'la zipette de couleur Hannah MontanaEmbed"
276,7wNHu6h06KBh20KVYmnRKa,Ziak,Même pas un grincement,"TranslationsEnglishMême pas un grincement Lyrics

Uh-uh
On a pris d'l'avance sur les ennemis, sur les porcs, nous, on fête ça : on vide un rhum
Et l'plus dur à prendre, c'est la liberté, non, c'est pas la vie d'un homme
Y a des-, y a des pierres et du fer mais c'est pas la vie d'château
Quand j'te raconte toutes ces dingueries, c'est pas la vie d'un autre
Y en a un qui surveille l'adversaire, un autre négocie l'pourcif (You know)
Il est presque mort, il est presque mort s'il m'a pris pour cible
Et la bonne partie d'moi prie pour lui, priez pour lui (Amen, Amen, Amen)

On s'habitue à tout, ça m'fait presque plus rien quand j'encaisse
J'm'en mets à presque regretter qu'j'vends d'la cess', alors qu'j'paie l'GTS
J'm'en mets à presque regretter ma vie d'avant, regretter les factices, les balles à blanc
Regretter les factices, les balles à blanc
C'étaient toutes des salopes apparemment, j'veux plus jamais les voir comme les larmes d'maman
Fume la verte biologique et le noir Afghan, co-co-collier Colson, c'est mon côté attachant
Dédicace à la défense, à l'attaquant, on vise ta tête, au pire, on touchera ta jambe
J'compt-, j'compte sur un gros cul, j'compte pas sur la chance
J'compte sur un gros cul, j'compte pas sur la chance (Uh, uh)
J'monte sur un gros coup, j'monte d'un niveau dans l'conflit, tu t'dis qu'ça vaut pas l'coup
Ça-ça sent la mort pour vous, ça-ça sent la mort, j'lève la tête, j'vois les vautours (C'est chaud)
Et pour moi, c'est qu'un aller-r'tour, on s'ra rentré avant l'ftour (Uh-uh)
Et on d'mandera pardon au Tout-Puissant si on a l'cœur trop lourd (Eh gang)
You might also like
Han, on l'a mis dans un bain d'sang, la vie d'oi-m, j'sens même pas un pincement (Han)
On est cinq dans ton salon, et t'entends même pas un grincement (Han)
On l'a mis dans un bain de sang, la vie d'oi-m, j'sens même pas un pincement (Han)
On est cinq dans ton salon, et t'entends même pas un grincement

T'entends même pas le sol qui craque (Yeah), t'entends même pas le sol qui craque
T'entends même pas nos cœurs qui battent (Uh-uh), t'entends même pas nos *tap, tap, tap*
T'entends même pas le sol qui craque, t'entends même pas le sol qui craque (Uh-uh, uh-uh)
T'entends même pas nos cœurs qui battent, t'entends même pas nos *tap, tap, tap*

Sa mère j'ai l'seum, un enfant est parti avant sa mère, j'ai l'seum
Et ce soir, j'dors dans un Sofitel, 3endi sem fi dem, j'suis seul
Ça va tomber, faut rentrer avant qu'il pleuve
Faut pas compter sur eux, ils t'niquent quand ils peuvent
Faut qu'tu marches dans les pas d'papa, faut qu'tu gardes tes chaussures neuves
On a vu des forces de la nature s'prendre des coups d'pressions par des p'tits gars tout keuss'
On m'reproche de faire la guerre, mais la guerre ne s'fait pas tout seul
Et ceux qu'ont mon numéro peuvent m'appeler à toute heure
On sait qu'la confiance casse, rapide comme un Neiman d'scooter
J'fais affaire avec grand Cooper (Gang), et qu'des génies du computer
J'compt-, j'compte plus les entrées, ni les sorties
J'con-, j'confonds les besoins et les envies (Uh-uh)
J'confonds le banquier et la maison d'disque
J'con-, j'confonds la bonté, l'aveu d'faiblesse
Ton poto va t'trahir, il m'donne son prix, on protège sa femme, sa mère et son p'tit
Pour moi, c'est qu'un aller-r'tour (Uh-uh), on s'ra rentré avant l'ftour
Et on d'mandera pardon au Tout-Puissant si on a l'cœur trop lourd (Amen)
Han, on l'a mis dans un bain d'sang, la vie d'oi-m, j'sens même pas un pincement (Han)
On est cinq dans ton salon, et t'entends même pas un grincement (Han)
On l'a mis dans un bain d'sang, la vie d'oi-m, j'sens même pas un pincement (Han)
On est cinq dans ton salon, et t'entends même pas un grincement (Eh gang)

T'entends même pas le sol qui craque (Uh-uh), t'entends même pas le sol qui craque
T'entends même pas nos cœurs qui battent (Uh-uh), t'entends même pas nos *tap, tap, tap*
T'entends même pas le sol qui craque, t'entends même pas le sol qui craque
T'entends même pas nos cœurs qui battent (Uh-uh), t'entends même pas nos *tap, tap, tap*2Embed"
277,5RobAV5ROH5KARimi7n3cO,"venbee, goddard.",messy in heaven,"​messy in heaven Lyrics
I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven

Barefoot on the pavement, he was never complacent
Held his ground for the town and the statement
Leader, never backs out of the arrangеment
Speaks out to the wholе crowd when he saves them
But he was the one that needed saving
Now he's low-key crushed on the inside
He gave his all and now he's breaking
You can see it in his eyes
I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven

He's staying out on the weekdays, weekends
No sleep for the weak 'round here
Going out, getting lost in the deep end
White lines never dried no tears
He says no more, now he says no less
And the people wanna know where he goes next
Mind of a saint, so he knows best
But he don’t sleep, nah, he don’t rest
Turning water into wine, that's mad, that's mad
Everybody always wants what he has

Gets a little messy in Heaven
Gets a little messy in Heaven

I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven
I heard Jesus did cocaine on a night out
Eyes wide open, dilated, but he's fine now
And if his father ever finds out, then he'd probably knock his lights out
Gets a little messy in Heaven, gets a little messy in Heaven
You might also like
Gets a little messy in Heaven
Gets a little messy in Heaven
Gets a little messy in Heaven
Gets a little messy in Heaven, gets a little messy in Heaven1Embed"
278,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,"TranslationsBeyoncé - CUFF IT (Türkçe Çeviri)*EspañolPortuguêsहिन्दीFrançaisCUFF IT Lyrics
I feel like fallin' in love (Fallin’ in love)
I'm in the mood to fuck somethin' up (Tonight, I’m fuckin' somethin' up, baby)
I need some drink in my cup (I need a drink), hey (Pour me a drink)
I'm in the mood to fuck somethin' up (I'm in the mood to fuck somethin' up)

I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you? (Oh-la-la-la-la-la-la-la)
I wanna go where nobody’s been (I wanna go where nobody’s been)
Have you ever had fun like this? Oh, woah (Have you ever had fun? Yeah)
We gon' fuck up the night, black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night, fuck up the night
We gettin’ fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you’ll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
'Cause we gon' fuck up the night

What's in these four walls? You sexy, my love (Turn it up)
Don't miss this roll call, is you here or what? Yeah (Roll it up)
Show up, show up (Show up, show up), po' up, po' up, oh (Po' up, po' up)
You Mr. Nasty, I'll clean it up

Go where nobody's been (Go where nobody's been)
Have you ever had fun like this? (Have you ever had fun? Yeah)
I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you?
You might also like
We gon' fuck up the night (Funk it up, funk it up), black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night (Funk it up, funk it up), fuck up tonight
We gettin' fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you'll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
We gon' fuck up the night

Hypersonic, sex erotic
On my body, boy, you got it
Hit them 'draulics while I ride it
Got me actin' hella thotty
So excited, so exotic
I'm a seasoned professional
Squeeze it, don't let it go
Tease it, no self-control
I got time today (I got time today, I got time)
Oh, I (I got time today, I got time)
I can't wait to come out and play
Ooh, yeah, you
Come and cuff it, cuff it, cuff it, cuff it, baby
While I buss it, buss it, buss it for you, baby
Oh, baby
Anywhere, anytime
I don't mind, I don't mind
Yeah (I don't mind)
For you (All for you)
I'm backin' the truck up, huh (Back that truck up)
For you (All for you, for you)
A bitch'll get fucked up, huh (I fuck you up)
For you (All for you)
I'm puttin' my cup up, huh (Put my cup up, yeah)
For you (All for you, you)

'Cause we gon' fuck up the night
Take flight (Woo), blindin' lights (Yeah)
Fuck it up, fuck it up, fuck it up
(Unapologetic when we fuck up the night)
Bet you you'll see stars (Night)
Bet you you'll go far (Night)
Bet you you'll levitate (Night)
Bet you you'll meet God (Party people, roll up)
Ooh (Yeah, huh)
We gon' fuck up the night (Yeah)
Spaceships fly
Fuck it up, fuck it up13Embed"
