,track_id,artist_names,track_name,lyrics
688,0Eh0C7rpC5E0sPy4OcLdsq,理想混蛋,我就想你,"Logic - YSIV (中文翻译/Chinese Translation) Lyrics
It's that Young Sinatra IV shit right here
Young Sinatra IV 重磅袭来
(Rest in peace Mac Miller)
（愿Mac Miller安息）
It's been like 10 years
这么一算也有十年了
Here we go (Yeah)
好吧，一起来！

Visualizin' and realizin' my life is fuckin' crazy
想象过才意识到我的生活如此疯狂
Poppin' like JAY-Z, Dirty Dancin' on the game like Swayze
炫酷得像JAY-Z，在这场说唱游戏里我就是和Swayze一样的花花公子
I'm one of the illest and bitch
我就是最不被看好的那个
I've been ready to kill it, it's so amazing
不过我已经准备好，呵
Bitch, I've been blazin', I'm talkin' grass, I ain't talkin' grazing
傻x，老子也曾站在顶峰、说着最牛的词，这可不是玩笑
They just hit the tape while I sip scotch
当我喝着洋酒，音乐随之响起
Let the haters kick rocks, my shit is tip-top
让他们嫉妒去吧
I never flip-flop, why? 'Cause my soul too strong
我从未失败，为何？都归功于我坚强的灵魂
Did this all on my own, 'cause waiting took too long
尽管努力了很久，但你要知道这是我一人白手起家
The flow sophisticated
我的flow如此复杂
All these youngins do is whine like they inebriated
其他菜鸟唱我的歌估计连句都成不了
I'm hated, but yeah, that's how you know I made it
老子是被讨厌，但也正是这点让你明白我的强大
I'm one of the illest, I'm one of the realest, I'm ready to kill this
我就是最屌的人之一，最真实的人之一，现在我蓄势待发
The people, they feel us, me and my team made millions
人群感受到了我的旋律
But you know we still us
即使赚百万美元我的初心仍不变
That's why they wanna kill us, that's why they wanna kill us
这就是为什么其他人如此嫉妒我、抱怨不停
RattPack, real all the time, we never phony
我永远都是最真实的存在，从来不搞欺骗
I'm single-handedly running the game like a Sony
我和索尼公司一样一人掌握大局、运筹帷幄
While the rest of these rappers is acting
而其他的说唱歌手都是虚假的演员
Pass 'em the Tony, pass 'em the Oscar
让他们得奖吧，颁几座奥斯卡
From the new school rappers, yeah I'm the illest on the roster
在这新派说唱中，我就站在顶峰！
Smoke like a rasta
老子吸大麻时和信徒一般虔诚
Black and white like Bob Marley, yeah, like Bob Marley
将会和Bob Marley 一样永垂不朽，是的，和他一样
These racist motherfuckers hate that last line
（我知道）这些种族歧视的傻x讨厌我说的上一句话
Probably haters on the internet ain't got nothing to bargain
不过这些网络上的喷子也因为我而哑口无言
Said I'd never make it, bitch, I just sold out the Garden
嘴上说着我一事无成，而老子刚把所有的一切都卖了出去
Life's a bitch and then you die, that's why we get high
人间不值得，还不如去死呢，这就是为什么我们每天都这么嗨
'Cause you never know when you're gonna go
因为你永远不知道你最后的目的地
Life's a bitch and then you die, that's why we get high
人间不值得啊兄弟，我们还不如去嗨呢
'Cause you never know when you're gonna go
因为你永远选择不了哪条路该走
Life's a bitch and then you die, that's why we get high
生活真的就是个碧池，然后你最后还是会死，不如和我们一样嗨起来
'Cause you never know when you're gonna go
站在岔路口的我们永远无法选择脚下的路
Life's a bitch and then you die, that's why we sip scotch
这就是为什么我们喝着英酿威士忌
Like Sinatra, screamin', ""Motherfuck the cops""
像Sinatra一样嘴里大喊警察都是混蛋

They say they want the old Logic, the one that flow like a faucet
他们要我找回原来的模样，就那个说话像水龙头一样的
I'm still the same me, they just don't believe it like they agnostic
不过老子根本没变，他们就是不信非说我换了风格
If I spit over the boom-bap, then they perceive it as nostalgic
无知的人们看见我唱着硬核说唱，非觉得我是在追寻无谓的理想
But the truth is, my subject matter has been the same
不过事实是我从未改变
And my production selection is still flame
并且我的音乐永远最火
But they love you on the come up 'cause you ain't tainted by fame
可惜他们只会爱上那个没出名
And you still they little secret
保留着小秘密的我
That's the type of bullshit that they frequent
这帮假粉一直都这样
From 19, to 2019, been murderin' this shit for a decade
从我十九岁开始这十年来我一直都是王者
From the boom-bap to the trap, I let my shits cascade (Listen, yeah, yeah)
我的歌曲都经久不衰（来听听看）
So what's the dealy? Pass the Phillie, get silly, that's on the really
问我想怎样？把烟递过来、装下傻，这样才活得真实
We snappin' like Uma Thurman in Kill Bill, I'm talkin' achilles
我们和Uma Thurman一样装疯卖傻，像Achilles一样刀枪不入
Try to play me like I ain't me, but I provided all the deets'
假装不是自己，驱散营苟之辈
Who you know worth 50 million, still rappin on break beats?
你还知道哪个身价五千万美元的歌手用这种破节奏？
From Nasty Nas, Big-L, Tribe, The Roots, and many more
从Nas到Roots的这些人都是有天赋的歌手
Of course we could never forget Biggie and young Shakur
我也当然不会忘记Biggie老兄和Young Shakur
Fuck the police, no we ain't fuckin' with Al Pastor
一边去吧警察，老子可不是什么墨西哥人
I'm the bastard that mastered the flow, I said it once before fa' sho'
老子就是王者，牛上天的那种
While 6ix produce the kicks from the soul, you already know
当时出了最屌的那首歌的时候，你懂的
Fuck these youngins talking outta they ass with no class
这些根本没地位的傻x必须住嘴
I'm here to school 'em
老子现在就来教训他们
This that real shit, I'm never foolin'
老子这么真实，从来不骗别人
I'm killin' these squares, we call it a massacre
要把这些菜鸟赶尽杀绝
I got the bread, but these fuckers need the dough like a baker
我赚到了钱，可这些混蛋胃口太大
The legends above me love me like the RZA, like Nas, like Jay
相比RZA和Nas这种传奇赚的还多
'Cause I mastered the flow from back in the day
即使用老派的说唱节奏我也能掌控好我的旋律
Respected by my peers from Drizzy to Cole to Kenny
我的同僚都尊敬我、争先五体投地
Thank you for the love and inspiration plenty
还是谢谢你们的爱和鼓励
Yeah, I'm loved by many, and only hated by a little
是的，许多人都爱着我，只有一小部分无知者“无所畏惧”
You might also like
Now I think it's time to switch to lyricism, peep the riddle
现在我得换下主题了，来揭开谜底
I was born in mint condition, I'm everybody's life's mission
我出生时一穷二白，而现在却受万众瞩目
All right, listen, put me 'round your neck and I might glisten
听着，把我缠绕在你的脖子上我就会闪光
The ultimate connect, I'll get you anything you need
我就是一切的联系，能搞到你想要的一切
From good credit to good weed
从票子到大麻
I can make any woman succeed
老子也能让任何妞儿听我的话
Control you with a heart of greed
然后在这迷乱之下控制你
Along with anybody that's in need, I'll make 'em beg and plead
我和有需求的人在一起，让他们摇尾乞怜
I'm in the pocket of mafia crime lords and presidents
我就是暴徒之王，老子就是总统
Without me, they'll evict you from your residence
没了我你连住的地方都没有
Hov wrote about me on ""Dead Presidents,"" never irrelevant
Hov把我写在“死掉的总统里”，荒诞滑稽
Not a soul on earth would love me if I weren't me
如果我不是我，就没人能爱我了
No matter what year I'm in, I'm current, see?
不管何时，我都是潮流，明白？
People that have me, yeah, they power's so immense
因为群众的力量是无限的
But people without me, make no sense, god damn
那些无法拥有我的人，根本不讲道理，去他x的
Yeah, the world revolve around me, the law evolve around me
地球绕着我转，法律由我制定
The shit people do to get a piece of me astound me
人们因为我的成就而感到震惊
Blood stains my face when drug deals go wrong
当毒品买卖失败时我的脸上都是血渍
I'm given to the greatest athletes when they go long
我只配和最屌的人在一类
You could put me in check
你可以忽视我的价值、藏在支票里
But I'm still laughing all the way to the bank
不过这样我也会跑去银行兑现
I'm the reason that the Titanic sank
老子让泰坦尼克沉底
I'm always there for you, yeah, when it comes down to the wire
不过我永远帮助你，就算千钧一发之际
And some people even tuck me away 'til they retire
人们还是想害我，直到他们退出游戏
I usually come around on the first and fifteenth
第一还是十五，必归老子莫属
If you owe me to somebody then they'll leave you beneath
没了我谁都玩不转
People go crazy when they feel me
当人群感受到我的时候他们都会陷入疯狂
In the Middle East they drill me
老子就和中东的石油一样宝贵
If you let your guard down, then some people'll steal me
如果你放下戒备，我就会被人偷走
I knew these two dudes that's always been homies since fifth grade
我还有那两个从五年级就一起混的兄弟
Always schemin' on the block, selling crack to get paid
都在街头游荡，卖点零食度日
Now they never graduated, thought that shit a charade
现在他们都还没毕业，想来我过去虚伪至极
Only thing on they mind that wasn't me was get laid
他们只知道记恨我没被收拾
Then one day, they had a falling out on the block
然后当有一天他们被收拾之时
See, one thought the other one had been stealing his rock
居然还怀疑对方出卖了自己
'Cause he coulda sworn he had more weight in his stock
他本以为自己仍能苟且偷生
Pulled out the Glock and his homie yelled, ""Stop!""
便掏出格洛克手枪，不顾同伙叫停
But before he had the chance to pull the trigger
但他扣下扳机前
Oh shit here come the cops
该死的条子前来
They saw the gun and blew them both away
看见枪便打死了这俩货
Now there's two more kids dead in the street all before twenty
现在这大街上又死了两个年轻人
Over me, the most important thing to man: money
呵，看来一个人最重要的还是：钱
Life's a bitch and then you die, that's why we get high
人间不值得，还不如去死呢，这就是为什么我们每天都这么嗨
'Cause you never know when you're gonna go
因为你永远不知道你最后的目的地
Life's a bitch and then you die, that's why we get high
人间不值得啊兄弟，我们还不如去嗨呢
'Cause you never know when you're gonna go
因为你永远选择不了哪条路该走
Life's a bitch and then you die, that's why we get high
生活真的就是个碧池，然后你最后还是会死，不如和我们一样嗨起来
'Cause you never know when you're gonna go
站在岔路口的我们永远无法选择脚下的路
Life's a bitch and then you die, that's why we sip scotch
这就是为什么我们喝着英酿威士忌
Like Sinatra, screamin', ""Motherfuck the cops""
像Sinatra一样嘴里大喊警察都是混蛋

We just some motherfuckin' kids
我们就是一帮孩子而已
We just some motherfuckin' kids
我们真的只是孩子罢了

We love and m -iss you, Mac
我们爱着你，怀念着你Mac Miller
For those of y'all who don't know man
告诉那些还不知道的人们啊
Mac is the whole reason that I started doing this Young Sinatra shit
正是Mac Miller的死让我写下这首歌
I remember I loved Lord Finesse, all the shit he did with DITC, Diggin in the Crates
我记得我曾经最爱的歌手就是Lord Finesse，还有他和DITC一起做的音乐：在棺材中挣扎
""Hip to the Game"", one of like—one of the illest beats ever
然后一举成名，那简直是最棒的节奏了
And I remember when Mac flipped that shit for Kool-Aid and Frozen Pizza—
我记得Mac当时做这首歌的时候喝着果汁吃着冷冻披萨
I thought it was the dopest shit man
他真的就是最牛的歌手了
Mac showed me that I could just do it all on my own—
是他告诉我我一人能行
Me and all my boys, all my homies—
我和我的朋友们，我告诉你们
And if it wasn't for him killing that beat
如果不是他的帮助
I would have never got on that beat
我永远都不会做出来第一首歌
For my very first mixtape Young Broke and Infamous
那时我这个新手刚做了首歌
Damn... that's like 2010. And I titled the track ""Young Sinatra.""
好像是……2010年，我把它叫做Young Sinatra
And that was the birth of all this shit
而这就是我一切的开端
So, thank you, I appreciate you, love you and miss you, yeah
所以，我感激你，同时欣赏，爱并且思念你
Yeah, we just some motherfuckin' kids
我们都是一样爱音乐的孩子吧，愿你安息Embed"
689,0KWnRv3wxjltYVB3MqjNd2,高爾宣 OSN,Without You,"Without You Lyrics
I’m still the same 都好像沒有變
Nothing changed 還是討厭下雨天
還是不愛認錯
脾氣是硬了點
這我都清楚但我沒有辦法改變
我後悔高中花錢裝很吵的排氣管
想努力賺錢養妳 卻養成了壞習慣
我還想帶妳到處晃晃到處帶妳玩
'Cause me without you it feels like
情人節沒有愛人
像台相機沒有快門
像張書桌沒有檯燈
'Cause me without you it feels like
A sentence without no spaces
It be like youtube without no playlist
Or a chapter without no pages
'Cause me without you it feels just wrong

I don’t wanna live without you
I dont wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法

'Cause I’ve been through that
重蹈覆徹 I can’t do that
沒得負責 Oh damn too bad
I need you right now, yo, where you at?
先把我的面子放兩邊
榨乾我就像搶劫
Goddamn, I got nothing left
掉進去 No fun down here
救救我 I call my friends
訴苦 說了好幾遍
他們叫我振作點
I know man but I fuckin can’t
幫我刪了 Instagram
Your post I don’t wanna see
想到妳曾promise me
我乾掉一支Hennessy
You might also like
I just wanna know, baby, why you gonna go?
我們之間太多 的我捨不得放手 yeah
失去妳就像失去我的麥克風
我不要我的fans 不要IG的followers 'cause—

I don’t wanna live without you
I don‘t wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法
I don’t wanna live without you
I don‘t wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法Embed"
690,0FfNFvy5KRRyB2snvK39zL,"W.M.L, Vicky Chen",I'm Alive,"Join The Revolution Lyrics

It seems like everybody's handing wrong directions
And you suppose to be my teacher, these the wrong corrections
You can't understand me
Ok I stand corrected
Never been racist but I got my black hand erected
Driving with tint almost got my black friend arrested
Put five percent on my heart, and now my chest congested
My chest itch, but I can't seem to get to it
Each day im tested but I can't seem to stick to it
And like a woman's intuition
It seems to never fail
These white kids are not funny
Bring back kenan and kel
And its all for the money, yes its easy to tell
And if I know one thing
Its that love never fails
Do you believe in magic?
A good one never tells
Are you like jack and Jill?
Just tryna fetch a pale
In life you got two options
Dude that's heads or tails
And if Vicky told me her secret I could never tell

See, im just tryna pay to take the pain away
We can't buy happiness, so I put mine on layaway
And I wish that my tears counted for something
But I know they count for nothing
Why my nose still running?
Still running like a 3200
What you bout to do to prove that you want it?
You dont realize how much you're really worth
It seems they got it easy
And they dont know how much it really hurts
Many days I wake up asking why im alive
But the way I act at school
They wondering why he so live?
So am I fronting or am I making the best of things?
Weight of the world on my shoulders like we wrestling
So I put em on their back side like the last ride
Just tryna lead well like mike in the jack five
Pausing for every pretty young thing that passes by
Done being limited locally like the classifieds
Sorry Wale but my ambition's greater than yours
Im gone have China like
""Juanito you're as great as our walls""
Ima make these dudes regret it
You know its truth if JohnyyP. said it
And I said it!
You might also like
Can't revisit the past, can't see the future
Let me teach you something
Ill be your tutor
Help me find my own horn im tryna toot her
She ain't from Louisiana but im finna boot her
Look what you did to my heart, cardiology
Im sorry that we met, there's my apology
And we can work it out
Naw sike-ology
Ain't got no chemistry so good bye-ology
Astrology, or Astronomy
Cause I star in the sky is who im gonna be
The little girls and the guys gone run to me
And say can I get ya autograph JohnyyP?
It hard to breathe when you ain't living right
I guess i've always been the giving type
Its getting outta hand like a slowly slipping kite
Promise to stay on my feet no slip and slide
Just like a standing ovation
I promise ima stay on my feet
This is a standing ovation, and ima stay on my feetEmbed"
691,61BaxM1NIcadLu3gtWm2uT,"SadSvit, СТРУКТУРА ЩАСТЯ",Силуети,"Силуети (Silhouettes) Lyrics

Люди йдуть, йдуть в пітьму
Нема слідів, але чому?
Вітер стих, Божі вісники
Та без сенсу кричать, всі провісники
Це твій шлях і він брехня
Це не ти, лиш зупинись
Поклонись святим вогням
Зорі там, лиш посміхнись

Я поглянув тобі в очі
Силуети кажуть, що там спокій
Та згадав всі наші ночі
Силуети кажуть, що там спокій
Все ж надіюсь, що там добре
Силуети кажуть, що там спокій
Ще всі бачуть небо й море
Силуети кажуть, що там спокій

Дофамінова гра, дофамінова яма
Амінь тебе відправить в рай
Міна під ногами - мана
Емоційне вигорання
Емоції - плями
На шляху емотивіст
Здарма зірве їх зубами
Невербальна участь сирот
Перетворить світ в порок
Більшість з нас росли без тата
Замість диму курим смок
Минулий рік був дійсно краще
Минула ніч нас зґвалтувала
Сьогодні день розз'явив пащу
Щоб завтра точно не настало
You might also like
Я поглянув тобі в очі
Силуети кажуть, що там спокій
Та згадав всі наші ночі
Силуети кажуть, що там спокій
Все ж надіюсь, що там добре
Силуети кажуть, що там спокій
Ще всі бачуть небо й море
Силуети кажуть, що там спокій
Я поглянув тобі в очі
Силуети кажуть, що там спокій
Та згадав всі наші ночі
Силуети кажуть, що там спокій
Все ж надіюсь, що там добре
Силуети кажуть, що там спокій
Ще всі бачуть небо й море
Силуети кажуть, що там спокій4Embed"
692,3h9XZd7ZON6LubTC3AqwzT,Parfeniuk,Провела екскурсію,"Провела екскурсію(Conducted an excursion) LyricsА ти в моєму серці провела екскурсію
Сама навіть не вкурсі, мене ніяк не відпустить
В моїм серці чутно стукіт, ти можеш його послухать
З головою по самі вуха, любов гірше ніж макруха
А ти в моєму серці провела екскурсію
Сама навіть не вкурсі, мене ніяк не відпустить
В моїм серці чутно стукіт, ти можеш його послухать
З головою по самі вуха, з головою по самі вуха
Я утонув в твоїх очах, безсмертних ночах
Сам для себе почав, не достукався - кричав
А ти скрутила мою голову на 360 одна така серед дівчат
Казала те про що мовчать
Навіщо недоступний чат і фінальне прощай
На столі теплий чай, почекай я виїжджаю
Так багато дівчат, та таких не стрічав
Навіщо недоступний чат і фінальне прощай
А ти в моєму серці провела екскурсію
Сама навіть не вкурсі, мене ніяк не відпустить
В моїм серці чутно стукіт, ти можеш його послухать
З головою по самі вуха, любов гірше ніж макруха
А ти в моєму серці провела екскурсію
Сама навіть не вкурсі, мене ніяк не відпустить
В моїм серці чутно стукіт, ти можеш його послухать
З головою по самі вуха, з головою по самі вуха
Шопотом ніжним тобі на вухо дам про себе знать
Буду робить більше, ти встигатимеш лиш рахувать
Мені буде тебе бракувать, буду дуркувать
Ти скрутила мою голову і я не можу спать
Шопотом ніжним тобі на вухо дам про себе знать
Буду робить більше, ти встигатимеш лиш рахувать
Мені буде тебе бракувать, буду дуркувать
Ти скрутила мою голову і я не можу спать
А ти в моєму серці провела екскурсію
Сама навіть не вкурсі, мене ніяк не відпустить
В моїм серці чутно стукіт, ти можеш його послухать
З головою по самі вуха, любов гірше ніж макруха
You might also likeА ти в моєму серці провела екскурсію
Сама навіть не вкурсі, мене ніяк не відпустить
В моїм серці чутно стукіт, ти можеш його послухать
З головою по самі вуха, з головою по самі вуха
А ти в моєму серці провела екскурсію
Сама навіть не вкурсі, мене ніяк не відпустить
В моїм серці чутно стукіт, ти можеш його послухать
З головою по самі вуха, з головою по самі вуха1Embed"
693,4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,"Чути гімн (Hear the Anthem) Lyrics

В небі чистому чути грім
В небі свист, але чути гімн
В небі чистому мутний дим
Горить ліс, але чути гімн
В небі чистому чути грім
В небі свист, але чути гімн
В небі чистому мутний дим
Горить ліс, але чути гімн
За нами правда, значить вистоїм ми ваші вистріли
За нами правда, а її ніяк не пристрелить
За нами правда, значить визволим село ми за селом
За нами правда, значить ми з долин повиганяєм зло

Ну, а поки будем бить вас за «Азов» і Бучу
За Дні-, за Дніпро і кручі
За ла-, за лани квітучі
За Херсон — землю родючу
За До-, за Донбас получиш
За Чернігів — неминуче
За лі-, за ліси дрімучі
За Хмельницького Богдана
За Фра-, за Франка Івана
І за Суми, і за храми
ЗСУ прийде за вами
І за ночі, і за ранки
За кожен тривожний ранок
За Харків і «тюльпани»
За О-, за Одесу-маму
За Рівне і Здолбунів, за Полтаву, Львів і пулі
За Київ, Луцьк, за Вінницю, за Миколаїв — дулі
За Чернівці, Черкаси, Тернопіль і Кривий Ріг
За Запоріжжя, і Житомир, і за Крим забуться — гріх
You might also like
В небі чистому чути грім
В небі свист, але чути гімн
В небі чистому мутний дим
Горить ліс, але чути гімн
В небі чистому чути грім
В небі свист, але чути гімн
В небі чистому мутний дим
Горить ліс, але чути гімнEmbed"
694,4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,"Касета (Cassette) Lyrics

Вікно – холодне повітря
Щодня відчуваю втрату мого світла
Мотори, звуки автівок
Замивають співи платівок
Як же все по-справжньому набридло
Хочу знову я вернути спокій
Правда, шкода, що вже все промерзло
Та пішло нарешті на покій
Під звуки касет ми з тобою вдвох
Заснемо навіки, без турбот та зла
Та знову чаруєм ці часи епох
Щоб доля знову назавжди звела
Під звуки касет ми з тобою вдвох
Заснемо навіки, без турбот та зла
Та знову чаруєм ці часи епох
Щоб доля знову назавжди звела

Вікно – холодне повітря
Щодня відчуваю втрату мого світла
Мотори, звуки автівок
Замивають співи платівок
Якже все по-справжньому набридло
Хочу знову я вернути спокій
Правда, шкода, що вже все промерзло
Та пішло нарешті на покій

Під звуки касет ми з тобою вдвох
Заснемо навіки, без турбот та зла
Та знову чаруєм ці часи епох
Щоб доля знову назавжди звела
Під звуки касет ми з тобою вдвох
Заснемо навіки, без турбот та зла
Та знову чаруєм ці часи епох
Щоб доля знову назавжди звелаYou might also like4Embed"
695,7mLWNwcvwRdEviz6SfYp8A,g3ox_em,GigaChad Theme - Phonk House Version,None
696,7krNeHssTmY3ijTox4OBbD,DOROFEEVA,Щоб не було,"Щоб не було (Not to be) LyricsЩоб не було мені боляче
Закрию обличчя долонями
Щоб не було мені соромно
Перекричу свою совість я
Щоб не було мені байдуже
Хоча байдуже – нехай уже
Просто щоб не зійти з розуму
Щоб не зійти з розуму
Щоб не зійти з розуму
Маємо бути разом ми
Ми мов ті квіти серед зими
Не зрозуміли як вижили
Щоб не зійти з розуму
Маємо бути разом ми
Ми мов ті квіти серед зими
Не зрозуміли як вижили
Ми
Але вижили
Коли ми з тобою зустрілися
Все зрозуміли наші серця
І як би всі там не бісилися
Час все розставить по місцях
Скільки би бруду не лилося
Скільки б брехні не писалося
Я знаю – я не помилилася
Я знаю – ми не помилилися
Щоб не зійти з розуму
Маємо бути разом ми
Ми мов ті квіти серед зими
Не зрозуміли як вижили
Щоб не зійти з розуму
Маємо бути разом ми
Ми мов ті квіти серед зими
Не зрозуміли як вижили
Ми...
Вижили, вижилиYou might also likeEmbed"
697,44FopWyaddRoiuNrD8hlUw,Antytila,Фортеця Бахмут,None
698,7iGdK8FeeKfWiLR3Ax6phw,DOROFEEVA,вотсап,"вотсап (what’s app) Lyrics

Привіт, тільки не в губи
Бо одразу ридати я буду
А люди, налякані люди
Наче забуті споруди
Обійми мене міцно-міцно
Тримай мене, тисни-тисни
Чи є моє місто-місто?
Чи воно ще моє?

Вона його питала і плакала
Вона була до смерті налякана
Вона його просила хоч іноді
Дзвони мені, дзвони мені

Фейстайм, алло, вотсап, алло
Омила телефон сльозами як дощами скло
Сигнал, алло, вотсап, алло
Скоріше повертайся, любий, під моє крило
Фейстайм, алло, вотсап, алло
Омила телефон сльозами як дощами скло
Сигнал, алло, вотсап, алло
Скоріше повертайся, любий, під моє крило
You might also like
Стривай, ти в пекло чи в рай?
Хоча, все одно я з тобою, тримай
За руку мене і не відпускай
Без тебе не в кайф
Без тебе так пусто-пусто
Що з мене вже досить-досить
Чому так непросто-просто?
Чи це назавжди?

Вона його питала і плакала
Вона була до смерті налякана
Вона його просила хоч іноді
Дзвони мені, дзвони мені

Фейстайм, алло, вотсап, алло
Омила телефон сльозами як дощами скло
Сигнал, алло, вотсап, алло
Скоріше повертайся, любий, під моє крило
Фейстайм, алло, вотсап, алло
Омила телефон сльозами як дощами скло
Сигнал, алло, вотсап, алло
Скоріше повертайся, любий, під моє крило
Зрозумій, що мій, що назавжди (Дзвони мені)
Зрозумій, що мій, що назавжди (Дзвони мені)
Зрозумій, що мій, що назавжди
НазавждиEmbed"
699,7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),"Додому (Home) Lyrics

Де-де-де-де би не був, не забуду дім
Хочеш, закрути мене, як бігуді
Я з закритими очима знайду де мій двір
Бо де би не був, не забуду дім

Де-де-де-де би не був, не забуду дім
Хочеш, закрути мене, як бігуді
Я з закритими очима знайду де мій двір
Бо де би не був, не забуду дім

Де б не носило Скофа по чужих краях
Я вертатимусь додому по дорогах і полях
Боляче, коли побачив вдалині рідний маяк
І хочеш море переплить до нього, але нема як
Рідна хата пахне пирогами з вишнями із печі
Снилось, як світив фарами ближніми у ночі
І бачив баба з дідом в хаті, крутили калачі
От би зараз діда постукать би по плечі

Де-де-де-де би не був, не забуду дім
Хочеш, закрути мене, як бігуді
Я з закритими очима знайду де мій двір
Бо де би не був, не забуду дім
Де-де-де-де би не був, не забуду дім
Хочеш, закрути мене, як бігуді
Я з закритими очима знайду де мій двір
Бо де би не був, не забуду дім
You might also like
Скрипнув двері
Мама вдома
Квіти на стіл
Стіл, вечеря
Ситний маминий суп
Татові все мало солі
Спритно радий несу
Маминий суп
А знову світла ніч в мене в Калуші палала
Мовила мені, твого двору вже нема
Покоління мінялося, запам'ятали стіни
Як дитина ці писала імені на віки
А знову світла ніч, но без мене вже гуляла
А може коли-небудь, я вже би вже не жалів
За минуле, шо летіло в даль неначе ворон
А я вдома, зберігаю свою ностальгію

Я до тебе все прийду
П'яним уночі знайду
Хай не будеш на виду
Хай дорогу замете і з курсу не зб'є мене

Де-де-де-де би не був, не забуду дім
Хочеш, закрути мене, як бігуді
Я з закритими очима знайду де мій двір
Бо де би не був, не забуду дім
Де-де-де-де би не був, не забуду дім
Хочеш, закрути мене, як бігуді
Я з закритими очима знайду де мій двір
Бо де би не був, не забуду дімEmbed"
700,3TzPVU3jj6YdTunVdKimiQ,"phonk.me, KIIXSHI",GHOST!,"GHOST! Lyrics

— Морпехи уже грузятся. Вы с сержантом возглавите операцию
— Что за сержант?
— Соуп Мактавиш
— Ну, что, возьмём гадёныша, а?
— Давай, загружайся
— Твою ж мать
— Гоуст на связи?
— Да, сэр
— Есть проблемы?
— Никак нет!

— Сними её
— Показать лицо?
— Да, сэр
— Никак нет
— Вы так уродливы?
— Скорее наоборот
— Сомневаюсь. Сейчас бы не отказался
— А я вот виски хочу
— Шотландского?
— Я пью бурбон
— Деревенщина
— Именно. Обожаю Кентукки
You might also likeEmbed"
701,2GAhgAjOhEmItWLfgisyOn,SZA,Low,"TranslationsEspañolPortuguêsLow Lyrics
Tell 'em to shoot
I'm out the loop, I'm out of range
Oh, I stay out the way

Got another side of me, I like to get it poppin'
But these bitches in my business got me outchea choosin' violence
If you see me out in public, you don't know me, keep it silent
In the bedroom, I be screamin', but outside, I keep it quiet

Keep it on the lowski, I'm the lowest of the lowest
Wanna see if you can keep it like nobody know shit

I need you to get the fuck out my space (Yeah)
Replacement's on the way, please don't play
That pussy's feelin' like a great escape (Oh, oh)
I need a new trick, old dogs don't change
I'm fuckin', I ain't makin' love no more (Pussy)
You got a new bitch, what the fuck you cryin' for?
I'm movin' selfish, callin' all my favorite hoes
You know how to reach me every time and it plays in your mind
With a rush that feels like we committed a crime
Know where you belong, I'm gon' save you a spot
But can't be outside 'cause the block is too hot
And I'm all on your mind
Wherever you are, don't call me (Let's go)
See SZA LiveGet tickets as low as $139You might also like
Got another side of me, I like to get it poppin' (Alright)
But these bitches in my business got me outchea choosin' violence (Yeah, yeah)
If you see me out in public, you don't know me, keep it silent (Okay)
In the bedroom, I be screamin', but outside, I keep it quiet

Keep it on the lowski, I'm the lowest of the lowest
Wanna see if you can keep it like nobody know shit (Let's–)
Keep it on the lowski, I'm the lowest of the lowest
Wanna see if you can keep it like nobody know shit

I need total confidential privacy (Yeah)
Don't want no one thinkin' I'm a groupie (It's lit)
Timezones change, now we on a first-class trip (Straight up)
Don't work my nerves, you know I get moody
We fuckin', we ain't makin' love no more
You talk that talk, but it don't match it with your stroke
Wherever you are
Whatever you need
Don't call me
Don't call me

Got another side of me, I like to get it poppin'
But these bitches in my business got me outchea choosin' violence (Alright)
If you see me out in public, you don't know me, keep it silent
In the bedroom, I be screamin', but outside, I keep it quiet
Keep it on the lowski, I'm the lowest of the lowest
Wanna see if you can keep it like nobody know shit
Keep it on the lowski, I'm the lowest of the lowest
Wanna see if you can keep it like nobody know shit (Let's–)

Fuck you, real shit
I wasn't even on ""fuck you""
But you tryna make me look stupid
I'll slap the dog shit out of you, stop playin' with me17Embed"
